implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,1800,3000,1,21.503107,1.000000,1.000000,21.503107,0,"ok","./bin/mm_serial 1800 1800 3000","Time: 21.503107 seconds"
"Implementation 2 (MM-1D)",1800,1800,3000,1,20.943900,1.000000,1.026700,20.943900,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 1800 3000","Local Matrix Multiplication Compute Time: 20.8412 seconds Total Runtime: 20.9439 seconds"
"Implementation 3 (MM-2D)",1800,1800,3000,1,20.898417,1.000000,1.028935,20.898417,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 1800 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x1800), B(1800x3000), C(1800x3000) Parallel Time: 20.898417 seconds"
"Implementation 1 (Serial)",1800,1800,3000,4,21.503107,1.000000,1.000000,21.503107,0,"ok","./bin/mm_serial 1800 1800 3000","Time: 21.503107 seconds"
"Implementation 2 (MM-1D)",1800,1800,3000,4,5.584430,3.750410,3.850546,22.337720,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 1800 3000","Local Matrix Multiplication Compute Time: 5.45775 seconds Total Runtime: 5.58443 seconds"
"Implementation 3 (MM-2D)",1800,1800,3000,4,3.982818,5.247143,5.398968,15.931272,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 1800 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x1800), B(1800x3000), C(1800x3000) Parallel Time: 3.982818 seconds"
"Implementation 1 (Serial)",1800,1800,3000,9,21.503107,1.000000,1.000000,21.503107,0,"ok","./bin/mm_serial 1800 1800 3000","Time: 21.503107 seconds"
"Implementation 2 (MM-1D)",1800,1800,3000,9,2.778490,7.537871,7.739134,25.006410,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 1800 3000","Local Matrix Multiplication Compute Time: 2.58915 seconds Total Runtime: 2.77849 seconds"
"Implementation 3 (MM-2D)",1800,1800,3000,9,2.246234,9.303758,9.572959,20.216106,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 1800 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x1800), B(1800x3000), C(1800x3000) Parallel Time: 2.246234 seconds"
"Implementation 1 (Serial)",1800,1800,3000,16,21.503107,1.000000,1.000000,21.503107,0,"ok","./bin/mm_serial 1800 1800 3000","Time: 21.503107 seconds"
"Implementation 2 (MM-1D)",1800,1800,3000,16,1.884160,11.115776,11.412570,30.146560,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 1800 3000","Local Matrix Multiplication Compute Time: 1.59805 seconds Total Runtime: 1.88416 seconds"
"Implementation 3 (MM-2D)",1800,1800,3000,16,1.681624,12.427521,12.787108,26.905984,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 1800 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x1800), B(1800x3000), C(1800x3000) Parallel Time: 1.681624 seconds"
"Implementation 1 (Serial)",1800,1800,3000,25,21.503107,1.000000,1.000000,21.503107,0,"ok","./bin/mm_serial 1800 1800 3000","Time: 21.503107 seconds"
"Implementation 2 (MM-1D)",1800,1800,3000,25,2.302310,9.096907,9.339797,57.557750,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 1800 3000","Local Matrix Multiplication Compute Time: 1.78118 seconds Total Runtime: 2.30231 seconds"
"Implementation 3 (MM-2D)",1800,1800,3000,25,1.393537,14.996672,15.430596,34.838425,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 1800 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x1800), B(1800x3000), C(1800x3000) Parallel Time: 1.393537 seconds"
