implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 2 (MM-1D),3600,3000,2400,4,21.101000,3.827146,3.909644,84.404000,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 2400,Local Matrix Multiplication Compute Time: 20.887 seconds Total Runtime: 21.101 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,2400,4,14.109204,5.718470,5.847062,56.436816,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 2400,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 14.109204 seconds",10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,2400,9,82.497388,1.000000,1.000000,82.497388,0,ok,./bin/mm_serial 3600 3000 2400,Time: 82.497388 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,2400,9,10.358600,7.796092,7.964145,93.227400,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 2400,Local Matrix Multiplication Compute Time: 10.0578 seconds Total Runtime: 10.3586 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,2400,9,7.860923,10.263815,10.494619,70.748307,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 2400,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 7.860923 seconds",10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,2400,16,82.497388,1.000000,1.000000,82.497388,0,ok,./bin/mm_serial 3600 3000 2400,Time: 82.497388 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,2400,16,7.782230,10.377051,10.600739,124.515680,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 2400,Local Matrix Multiplication Compute Time: 6.25603 seconds Total Runtime: 7.78223 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,2400,16,4.647273,17.361378,17.751784,74.356368,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 2400,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 4.647273 seconds",10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,2400,25,82.497388,1.000000,1.000000,82.497388,0,ok,./bin/mm_serial 3600 3000 2400,Time: 82.497388 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,2400,25,7.533650,10.719452,10.950520,188.341250,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 2400,Local Matrix Multiplication Compute Time: 4.87726 seconds Total Runtime: 7.53365 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,2400,25,4.955552,16.281347,16.647467,123.888800,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 2400,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 4.955552 seconds",10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3000,1,72.975422,1.000000,1.000000,72.975422,0,ok,./bin/mm_serial 3600 3000 3000,Time: 72.975422 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,3000,1,69.771900,1.000000,1.045914,69.771900,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 3000,Local Matrix Multiplication Compute Time: 69.5509 seconds Total Runtime: 69.7719 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,3000,1,69.751046,1.000000,1.046227,69.751046,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 3000,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 69.751046 seconds",10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3000,4,72.975422,1.000000,1.000000,72.975422,0,ok,./bin/mm_serial 3600 3000 3000,Time: 72.975422 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,3000,4,18.396200,3.792734,3.966875,73.584800,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 3000,Local Matrix Multiplication Compute Time: 18.1478 seconds Total Runtime: 18.3962 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,3000,4,18.163012,3.840280,4.017804,72.652048,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 18.163012 seconds",10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3000,9,72.975422,1.000000,1.000000,72.975422,0,ok,./bin/mm_serial 3600 3000 3000,Time: 72.975422 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,3000,9,9.187920,7.593873,7.942540,82.691280,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 3000,Local Matrix Multiplication Compute Time: 8.82942 seconds Total Runtime: 9.18792 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,3000,9,9.082121,7.680039,8.035064,81.739089,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 9.082121 seconds",10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3000,16,72.975422,1.000000,1.000000,72.975422,0,ok,./bin/mm_serial 3600 3000 3000,Time: 72.975422 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,3000,16,5.909820,11.806096,12.348163,94.557120,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 3000,Local Matrix Multiplication Compute Time: 5.37962 seconds Total Runtime: 5.90982 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,3000,16,5.996081,11.632772,12.170520,95.937296,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 5.996081 seconds",10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3000,25,72.975422,1.000000,1.000000,72.975422,0,ok,./bin/mm_serial 3600 3000 3000,Time: 72.975422 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,3000,25,7.921240,8.808204,9.212626,198.031000,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 3000,Local Matrix Multiplication Compute Time: 6.22727 seconds Total Runtime: 7.92124 seconds,10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,3000,25,5.534030,12.604024,13.186669,138.350750,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 5.534030 seconds",10800000,9000000,10800000,64800000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,3600,1,125.019803,1.000000,1.000000,125.019803,0,ok,./bin/mm_serial 3600 3000 3600,Time: 125.019803 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,3000,3600,1,123.637000,1.000000,1.011184,123.637000,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 3600,Local Matrix Multiplication Compute Time: 123.387 seconds Total Runtime: 123.637 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,3000,3600,1,123.504149,1.000000,1.012272,123.504149,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 3600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x3600), C(3600x3600) Parallel Time: 123.504149 seconds",10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 1 (Serial),3600,3000,3600,4,125.019803,1.000000,1.000000,125.019803,0,ok,./bin/mm_serial 3600 3000 3600,Time: 125.019803 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,3000,3600,4,32.769200,3.772964,3.815162,131.076800,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 3600,Local Matrix Multiplication Compute Time: 32.3772 seconds Total Runtime: 32.7692 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,3000,3600,4,21.753369,5.677472,5.747147,87.013476,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 3600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x3600), C(3600x3600) Parallel Time: 21.753369 seconds",10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 1 (Serial),3600,3000,3600,9,125.019803,1.000000,1.000000,125.019803,0,ok,./bin/mm_serial 3600 3000 3600,Time: 125.019803 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,3000,3600,9,15.871000,7.790120,7.877248,142.839000,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 3600,Local Matrix Multiplication Compute Time: 15.3161 seconds Total Runtime: 15.871 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,3000,3600,9,11.010387,11.217058,11.354715,99.093483,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 3600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x3600), C(3600x3600) Parallel Time: 11.010387 seconds",10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 1 (Serial),3600,3000,3600,16,125.019803,1.000000,1.000000,125.019803,0,ok,./bin/mm_serial 3600 3000 3600,Time: 125.019803 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,3000,3600,16,9.718520,12.721793,12.864078,155.496320,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 3600,Local Matrix Multiplication Compute Time: 9.12456 seconds Total Runtime: 9.71852 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,3000,3600,16,6.587404,18.748531,18.978615,105.398464,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 3600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x3600), C(3600x3600) Parallel Time: 6.587404 seconds",10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 1 (Serial),3600,3000,3600,25,125.019803,1.000000,1.000000,125.019803,0,ok,./bin/mm_serial 3600 3000 3600,Time: 125.019803 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,3000,3600,25,11.150400,11.088122,11.212136,278.760000,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 3600,Local Matrix Multiplication Compute Time: 10.068 seconds Total Runtime: 11.1504 seconds,10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,3000,3600,25,6.997919,17.648697,17.865283,174.947975,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 3600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x3600), C(3600x3600) Parallel Time: 6.997919 seconds",10800000,10800000,12960000,77760000000,1,0,0,square_outer
Implementation 1 (Serial),3600,3000,4200,1,102.283928,1.000000,1.000000,102.283928,0,ok,./bin/mm_serial 3600 3000 4200,Time: 102.283928 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,3000,4200,1,94.883800,1.000000,1.077991,94.883800,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 4200,Local Matrix Multiplication Compute Time: 94.608 seconds Total Runtime: 94.8838 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,3000,4200,1,94.618490,1.000000,1.081014,94.618490,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 4200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x4200), C(3600x4200) Parallel Time: 94.618490 seconds",10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,3000,4200,4,102.283928,1.000000,1.000000,102.283928,0,ok,./bin/mm_serial 3600 3000 4200,Time: 102.283928 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,3000,4200,4,25.272600,3.754414,4.047226,101.090400,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 4200,Local Matrix Multiplication Compute Time: 24.9537 seconds Total Runtime: 25.2726 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,3000,4200,4,26.384336,3.586162,3.876691,105.537344,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 4200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x4200), C(3600x4200) Parallel Time: 26.384336 seconds",10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,3000,4200,9,102.283928,1.000000,1.000000,102.283928,0,ok,./bin/mm_serial 3600 3000 4200,Time: 102.283928 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,3000,4200,9,12.907000,7.351344,7.924686,116.163000,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 4200,Local Matrix Multiplication Compute Time: 12.4252 seconds Total Runtime: 12.907 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,3000,4200,9,12.743691,7.424732,8.026240,114.693219,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 4200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x4200), C(3600x4200) Parallel Time: 12.743691 seconds",10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,3000,4200,16,102.283928,1.000000,1.000000,102.283928,0,ok,./bin/mm_serial 3600 3000 4200,Time: 102.283928 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,3000,4200,16,8.762670,10.828184,11.672690,140.202720,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 4200,Local Matrix Multiplication Compute Time: 8.07269 seconds Total Runtime: 8.76267 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,3000,4200,16,8.618802,10.978149,11.867534,137.900832,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 4200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x4200), C(3600x4200) Parallel Time: 8.618802 seconds",10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,3000,4200,25,102.283928,1.000000,1.000000,102.283928,0,ok,./bin/mm_serial 3600 3000 4200,Time: 102.283928 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,3000,4200,25,12.441000,7.626702,8.221520,311.025000,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 4200,Local Matrix Multiplication Compute Time: 11.1832 seconds Total Runtime: 12.441 seconds,10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,3000,4200,25,8.210778,11.523694,12.457276,205.269450,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 4200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x4200), C(3600x4200) Parallel Time: 8.210778 seconds",10800000,12600000,15120000,90720000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,3000,600,1,10.173319,1.000000,1.000000,10.173319,0,ok,./bin/mm_serial 3600 3000 600,Time: 10.173319 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,600,1,7.986840,1.000000,1.273760,7.986840,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 600,Local Matrix Multiplication Compute Time: 7.87656 seconds Total Runtime: 7.98684 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,600,1,7.900634,1.000000,1.287659,7.900634,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x600), C(3600x600) Parallel Time: 7.900634 seconds",10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,600,4,10.173319,1.000000,1.000000,10.173319,0,ok,./bin/mm_serial 3600 3000 600,Time: 10.173319 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,600,4,3.651380,2.187348,2.786157,14.605520,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 600,Local Matrix Multiplication Compute Time: 3.54074 seconds Total Runtime: 3.65138 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,600,4,2.065372,3.825284,4.925659,8.261488,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x600), C(3600x600) Parallel Time: 2.065372 seconds",10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,600,9,10.173319,1.000000,1.000000,10.173319,0,ok,./bin/mm_serial 3600 3000 600,Time: 10.173319 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,600,9,1.934740,4.128121,5.258236,17.412660,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 600,Local Matrix Multiplication Compute Time: 1.80186 seconds Total Runtime: 1.93474 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,600,9,1.081560,7.304850,9.406153,9.734040,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x600), C(3600x600) Parallel Time: 1.081560 seconds",10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,600,16,10.173319,1.000000,1.000000,10.173319,0,ok,./bin/mm_serial 3600 3000 600,Time: 10.173319 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,600,16,1.277250,6.253153,7.965018,20.436000,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 600,Local Matrix Multiplication Compute Time: 1.10337 seconds Total Runtime: 1.27725 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,600,16,0.670364,11.785588,15.175813,10.725824,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x600), C(3600x600) Parallel Time: 0.670364 seconds",10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,600,25,10.173319,1.000000,1.000000,10.173319,0,ok,./bin/mm_serial 3600 3000 600,Time: 10.173319 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,600,25,1.884070,4.239142,5.399650,47.101750,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 600,Local Matrix Multiplication Compute Time: 1.5924 seconds Total Runtime: 1.88407 seconds,10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,600,25,0.791186,9.985811,12.858315,19.779650,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x600), C(3600x600) Parallel Time: 0.791186 seconds",10800000,1800000,2160000,12960000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3600,1200,1,48.176007,1.000000,1.000000,48.176007,0,ok,./bin/mm_serial 3600 3600 1200,Time: 48.176007 seconds,12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 2 (MM-1D),3600,3600,1200,1,48.394000,1.000000,0.995495,48.394000,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3600 1200,Local Matrix Multiplication Compute Time: 48.2349 seconds Total Runtime: 48.394 seconds,12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 3 (MM-2D),3600,3600,1200,1,48.327965,1.000000,0.996856,48.327965,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3600 1200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 48.327965 seconds",12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 1 (Serial),3600,3600,1200,4,48.176007,1.000000,1.000000,48.176007,0,ok,./bin/mm_serial 3600 3600 1200,Time: 48.176007 seconds,12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 2 (MM-1D),3600,3600,1200,4,12.832000,3.771353,3.754365,51.328000,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3600 1200,Local Matrix Multiplication Compute Time: 12.6664 seconds Total Runtime: 12.832 seconds,12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 3 (MM-2D),3600,3600,1200,4,5.013682,9.639216,9.608908,20.054728,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3600 1200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 5.013682 seconds",12960000,4320000,4320000,31104000000,1,0,0,mixed
Implementation 1 (Serial),3600,3600,1200,9,48.176007,1.000000,1.000000,48.176007,0,ok,./bin/mm_serial 3600 3600 1200,Time: 48.176007 seconds,12960000,4320000,4320000,31104000000,1,0,0,mixed
