implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,1200,3600,1,15.947232,1.000000,1.000000,15.947232,0,"ok","./bin/mm_serial 1800 1200 3600","Time: 15.947232 seconds"
"Implementation 2 (MM-1D)",1800,1200,3600,1,15.385100,1.000000,1.036537,15.385100,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 1200 3600","Local Matrix Multiplication Compute Time: 15.2879 seconds Total Runtime: 15.3851 seconds"
"Implementation 3 (MM-2D)",1800,1200,3600,1,15.370522,1.000000,1.037521,15.370522,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 1200 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x1200), B(1200x3600), C(1800x3600) Parallel Time: 15.370522 seconds"
"Implementation 1 (Serial)",1800,1200,3600,4,15.947232,1.000000,1.000000,15.947232,0,"ok","./bin/mm_serial 1800 1200 3600","Time: 15.947232 seconds"
"Implementation 2 (MM-1D)",1800,1200,3600,4,4.193220,3.669042,3.803099,16.772880,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 1200 3600","Local Matrix Multiplication Compute Time: 4.07692 seconds Total Runtime: 4.19322 seconds"
"Implementation 3 (MM-2D)",1800,1200,3600,4,2.438269,6.303866,6.540391,9.753076,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 1200 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x1200), B(1200x3600), C(1800x3600) Parallel Time: 2.438269 seconds"
"Implementation 1 (Serial)",1800,1200,3600,9,15.947232,1.000000,1.000000,15.947232,0,"ok","./bin/mm_serial 1800 1200 3600","Time: 15.947232 seconds"
"Implementation 2 (MM-1D)",1800,1200,3600,9,2.157600,7.130654,7.391190,19.418400,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 1200 3600","Local Matrix Multiplication Compute Time: 1.98925 seconds Total Runtime: 2.1576 seconds"
"Implementation 3 (MM-2D)",1800,1200,3600,9,1.422309,10.806739,11.212213,12.800781,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 1200 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x1200), B(1200x3600), C(1800x3600) Parallel Time: 1.422309 seconds"
"Implementation 1 (Serial)",1800,1200,3600,16,15.947232,1.000000,1.000000,15.947232,0,"ok","./bin/mm_serial 1800 1200 3600","Time: 15.947232 seconds"
"Implementation 2 (MM-1D)",1800,1200,3600,16,1.461590,10.526276,10.910879,23.385440,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 1200 3600","Local Matrix Multiplication Compute Time: 1.2206 seconds Total Runtime: 1.46159 seconds"
"Implementation 3 (MM-2D)",1800,1200,3600,16,0.890035,17.269570,17.917534,14.240560,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 1200 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x1200), B(1200x3600), C(1800x3600) Parallel Time: 0.890035 seconds"
"Implementation 1 (Serial)",1800,1200,3600,25,15.947232,1.000000,1.000000,15.947232,0,"ok","./bin/mm_serial 1800 1200 3600","Time: 15.947232 seconds"
"Implementation 2 (MM-1D)",1800,1200,3600,25,1.838350,8.368972,8.674753,45.958750,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 1200 3600","Local Matrix Multiplication Compute Time: 1.42 seconds Total Runtime: 1.83835 seconds"
"Implementation 3 (MM-2D)",1800,1200,3600,25,0.984156,15.617973,16.203968,24.603900,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 1200 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x1200), B(1200x3600), C(1800x3600) Parallel Time: 0.984156 seconds"
