implementation,shape_type,m,n,q,p,total_ops,avg_seconds,avg_speedup,avg_serial_speedup,avg_cost,sample_count
Implementation 2 (MM-1D),q_dominant,1200,1200,2400,16,6912000000,0.929914000,9.424226,10.001609,14.878624000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,2400,25,6912000000,1.129890000,7.756259,8.231453,28.247250000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3000,1,8640000000,8.918730000,1.000000,1.033011,8.918730000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3000,4,8640000000,2.510590000,3.552444,3.669713,10.042360000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3000,9,8640000000,1.306060000,6.828729,7.054151,11.754540000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3000,16,8640000000,0.899801000,9.911892,10.239091,14.396816000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3000,25,8640000000,1.037210000,8.598770,8.882622,25.930250000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3600,1,10368000000,10.344600000,1.000000,5.325280,10.344600000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3600,4,10368000000,2.842830000,3.638839,19.377836,11.371320000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3600,9,10368000000,1.522760000,6.793323,36.176347,13.704840000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3600,16,10368000000,1.043130000,9.916885,52.810190,16.690080000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,3600,25,10368000000,1.316790000,7.855922,41.834988,32.919750000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,4200,1,12096000000,12.480400000,1.000000,1.024564,12.480400000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,4200,4,12096000000,3.342580000,3.733763,3.825479,13.370320000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,4200,9,12096000000,1.773380000,7.037634,7.210508,15.960420000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,4200,16,12096000000,1.213390000,10.285564,10.538220,19.414240000,1
Implementation 2 (MM-1D),q_dominant,1200,1200,4200,25,12096000000,1.465470000,8.516312,8.725509,36.636750000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,2400,1,10368000000,16.009500000,1.000000,0.998450,16.009500000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,2400,4,10368000000,4.279660000,3.740835,3.735035,17.118640000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,2400,9,10368000000,2.225390000,7.194020,7.182867,20.028510000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,2400,16,10368000000,1.449270000,11.046596,11.029470,23.188320000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,2400,25,10368000000,1.740590000,9.197743,9.183484,43.514750000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3000,1,12960000000,13.968100000,1.000000,1.028016,13.968100000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3000,4,12960000000,3.737080000,3.737704,3.842418,14.948320000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3000,9,12960000000,1.980040000,7.054453,7.252088,17.820360000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3000,16,12960000000,1.335970000,10.455399,10.748313,21.375520000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3000,25,12960000000,1.619960000,8.622497,8.864061,40.499000000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3600,1,15552000000,17.927000000,1.000000,1.056642,17.927000000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3600,4,15552000000,4.802390000,3.732933,3.944376,19.209560000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3600,9,15552000000,2.470300000,7.257013,7.668069,22.232700000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3600,16,15552000000,1.664760000,10.768519,11.378475,26.636160000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,3600,25,15552000000,2.419520000,7.409321,7.829003,60.488000000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,4200,1,18144000000,18.733000000,1.000000,1.029299,18.733000000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,4200,4,18144000000,5.016940000,3.733949,3.843349,20.067760000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,4200,9,18144000000,2.661810000,7.037692,7.243887,23.956290000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,4200,16,18144000000,1.817280000,10.308263,10.610280,29.076480000,1
Implementation 2 (MM-1D),q_dominant,1200,1800,4200,25,18144000000,2.321590000,8.069039,8.305450,58.039750000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3000,1,17280000000,18.561200000,1.000000,1.033745,18.561200000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3000,4,17280000000,4.982400000,3.725353,3.851066,19.929600000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3000,9,17280000000,2.599080000,7.141450,7.382440,23.391720000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3000,16,17280000000,1.785860000,10.393424,10.744152,28.573760000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3000,25,17280000000,2.369040000,7.834904,8.099294,59.226000000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3600,1,20736000000,32.889800000,1.000000,1.006062,32.889800000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3600,4,20736000000,8.746280000,3.760433,3.783229,34.985120000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3600,9,20736000000,4.390630000,7.490907,7.536318,39.515670000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3600,16,20736000000,2.836780000,11.594061,11.664346,45.388480000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,3600,25,20736000000,3.269560000,10.059396,10.120378,81.739000000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,4200,1,24192000000,25.016700000,1.000000,1.036749,25.016700000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,4200,4,24192000000,6.701010000,3.733273,3.870466,26.804040000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,4200,9,24192000000,3.524610000,7.097721,7.358553,31.721490000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,4200,16,24192000000,2.487670000,10.056278,10.425833,39.802720000,1
Implementation 2 (MM-1D),q_dominant,1200,2400,4200,25,24192000000,3.614690000,6.920842,7.175174,90.367250000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,3600,1,25920000000,41.010400000,1.000000,1.005364,41.010400000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,3600,4,25920000000,10.895400000,3.764010,3.784200,43.581600000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,3600,9,25920000000,5.473840000,7.492071,7.532258,49.264560000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,3600,16,25920000000,3.599930000,11.391999,11.453105,57.598880000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,3600,25,25920000000,4.641800000,8.835021,8.882411,116.045000000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,4200,1,30240000000,31.657200000,1.000000,1.074369,31.657200000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,4200,4,30240000000,8.549420000,3.702848,3.978226,34.197680000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,4200,9,30240000000,4.497460000,7.038906,7.562385,40.477140000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,4200,16,30240000000,3.236990000,9.779826,10.507146,51.791840000,1
Implementation 2 (MM-1D),q_dominant,1200,3000,4200,25,30240000000,4.574320000,6.920635,7.435318,114.358000000,1
Implementation 2 (MM-1D),q_dominant,1200,3600,4200,1,36288000000,42.137000000,1.000000,1.119391,42.137000000,1
Implementation 2 (MM-1D),q_dominant,1200,3600,4200,4,36288000000,11.400200000,3.696163,4.137451,45.600800000,1
Implementation 2 (MM-1D),q_dominant,1200,3600,4200,9,36288000000,6.279570000,6.710173,7.511305,56.516130000,1
Implementation 2 (MM-1D),q_dominant,1200,3600,4200,16,36288000000,4.390170000,9.598034,10.743950,70.242720000,1
Implementation 2 (MM-1D),q_dominant,1200,3600,4200,25,36288000000,5.705730000,7.385032,8.266736,142.643250000,1
Implementation 2 (MM-1D),q_dominant,1800,600,2400,1,5184000000,3.031700000,1.000000,1.137205,3.031700000,1
Implementation 2 (MM-1D),q_dominant,1800,600,2400,4,5184000000,1.139730000,2.660016,3.024984,4.558920000,1
Implementation 2 (MM-1D),q_dominant,1800,600,2400,9,5184000000,0.817310000,3.709364,4.218308,7.355790000,1
Implementation 2 (MM-1D),q_dominant,1800,600,2400,16,5184000000,0.539944000,5.614842,6.385227,8.639104000,1
Implementation 2 (MM-1D),q_dominant,1800,600,2400,25,5184000000,0.597179000,5.076702,5.773252,14.929475000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3000,1,6480000000,3.772350000,1.000000,1.054169,3.772350000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3000,4,6480000000,1.944810000,1.939701,2.044773,7.779240000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3000,9,6480000000,1.021270000,3.693783,3.893872,9.191430000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3000,16,6480000000,0.673116000,5.604309,5.907890,10.769856000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3000,25,6480000000,0.716584000,5.264351,5.549517,17.914600000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3600,1,7776000000,4.350470000,1.000000,1.135817,4.350470000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3600,4,7776000000,2.179870000,1.995747,2.266804,8.719480000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3600,9,7776000000,1.143280000,3.805253,4.322071,10.289520000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3600,16,7776000000,0.764534000,5.690355,6.463201,12.232544000,1
Implementation 2 (MM-1D),q_dominant,1800,600,3600,25,7776000000,0.880755000,4.939478,5.610342,22.018875000,1
Implementation 2 (MM-1D),q_dominant,1800,600,4200,1,9072000000,6.091110000,1.000000,1.001502,6.091110000,1
Implementation 2 (MM-1D),q_dominant,1800,600,4200,4,9072000000,2.659650000,2.290192,2.293631,10.638600000,1
Implementation 2 (MM-1D),q_dominant,1800,600,4200,9,9072000000,1.303960000,4.671240,4.678254,11.735640000,1
Implementation 2 (MM-1D),q_dominant,1800,600,4200,16,9072000000,0.892197000,6.827091,6.837342,14.275152000,1
Implementation 2 (MM-1D),q_dominant,1800,600,4200,25,9072000000,1.030610000,5.910199,5.919073,25.765250000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,2400,1,10368000000,13.113500000,1.000000,1.064574,13.113500000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,2400,4,10368000000,4.224980000,3.103802,3.304226,16.899920000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,2400,9,10368000000,2.114320000,6.202231,6.602732,19.028880000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,2400,16,10368000000,1.360030000,9.642067,10.264691,21.760480000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,2400,25,10368000000,1.591470000,8.239866,8.771945,39.786750000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3000,1,12960000000,13.287600000,1.000000,1.036736,13.287600000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3000,4,12960000000,3.737210000,3.555487,3.686101,14.948840000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3000,9,12960000000,1.930960000,6.881344,7.134137,17.378640000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3000,16,12960000000,1.266390000,10.492502,10.877955,20.262240000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3000,25,12960000000,1.494480000,8.891119,9.217743,37.362000000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3600,1,15552000000,15.385100000,1.000000,1.036537,15.385100000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3600,4,15552000000,4.193220000,3.669042,3.803099,16.772880000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3600,9,15552000000,2.157600000,7.130654,7.391190,19.418400000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3600,16,15552000000,1.461590000,10.526276,10.910879,23.385440000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,3600,25,15552000000,1.838350000,8.368972,8.674753,45.958750000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,4200,1,18144000000,48.760300000,1.000000,0.393200,48.760300000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,4200,4,18144000000,5.013410000,9.725975,3.824254,20.053640000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,4200,9,18144000000,2.573100000,18.950021,7.451149,23.157900000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,4200,16,18144000000,1.724740000,28.271102,11.116198,27.595840000,1
Implementation 2 (MM-1D),q_dominant,1800,1200,4200,25,18144000000,2.259510000,21.580033,8.485269,56.487750000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,2400,1,15552000000,24.224600000,1.000000,1.000515,24.224600000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,2400,4,15552000000,6.495090000,3.729679,3.731598,25.980360000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,2400,9,15552000000,3.245080000,7.465024,7.468865,29.205720000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,2400,16,15552000000,2.075930000,11.669276,11.675280,33.214880000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,2400,25,15552000000,2.259550000,10.720984,10.726500,56.488750000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3000,1,19440000000,20.943900000,1.000000,1.026700,20.943900000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3000,4,19440000000,5.584430000,3.750410,3.850546,22.337720000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3000,9,19440000000,2.778490000,7.537871,7.739134,25.006410000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3000,16,19440000000,1.884160000,11.115776,11.412570,30.146560000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3000,25,19440000000,2.302310000,9.096907,9.339797,57.557750000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3600,1,23328000000,26.279000000,1.000000,1.085840,26.279000000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3600,4,23328000000,7.150050000,3.675359,3.990852,28.600200000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3600,9,23328000000,3.655400000,7.189090,7.806202,32.898600000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3600,16,23328000000,2.384220000,11.022053,11.968187,38.147520000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,3600,25,23328000000,3.291580000,7.983704,8.669026,82.289500000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,4200,1,27216000000,27.968700000,1.000000,1.034010,27.968700000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,4200,4,27216000000,7.425090000,3.766783,3.894893,29.700360000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,4200,9,27216000000,3.744110000,7.470053,7.724113,33.696990000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,4200,16,27216000000,2.596120000,10.773269,11.139673,41.537920000,1
Implementation 2 (MM-1D),q_dominant,1800,1800,4200,25,27216000000,3.076510000,9.091048,9.400239,76.912750000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3000,1,25920000000,27.843800000,1.000000,1.041591,27.843800000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3000,4,25920000000,7.354710000,3.785846,3.943304,29.418840000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3000,9,25920000000,3.749110000,7.426776,7.735665,33.741990000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3000,16,25920000000,2.503410000,11.122349,11.584942,40.054560000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3000,25,25920000000,3.525470000,7.897897,8.226381,88.136750000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3600,1,31104000000,51.848600000,1.000000,1.021841,51.848600000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3600,4,31104000000,13.855800000,3.742014,3.823744,55.423200000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3600,9,31104000000,7.062250000,7.341655,7.502005,63.560250000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3600,16,31104000000,4.868920000,10.648891,10.881476,77.902720000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,3600,25,31104000000,5.595070000,9.266837,9.469235,139.876750000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,4200,1,36288000000,37.347400000,1.000000,1.041535,37.347400000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,4200,4,36288000000,10.052100000,3.715383,3.869700,40.208400000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,4200,9,36288000000,5.119930000,7.294514,7.597488,46.079370000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,4200,16,36288000000,3.550400000,10.519209,10.956120,56.806400000,1
Implementation 2 (MM-1D),q_dominant,1800,2400,4200,25,36288000000,4.606580000,8.107403,8.444140,115.164500000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,3600,1,38880000000,61.693500000,1.000000,1.001897,61.693500000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,3600,4,38880000000,16.214500000,3.804835,3.812051,64.858000000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,3600,9,38880000000,8.142860000,7.576392,7.590761,73.285740000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,3600,16,38880000000,5.143410000,11.994669,12.017418,82.294560000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,3600,25,38880000000,5.932360000,10.399487,10.419210,148.309000000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,4200,1,45360000000,47.594700000,1.000000,1.068762,47.594700000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,4200,4,45360000000,12.663000000,3.758564,4.017012,50.652000000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,4200,9,45360000000,6.663030000,7.143102,7.634278,59.967270000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,4200,16,45360000000,4.622770000,10.295710,11.003668,73.964320000,1
Implementation 2 (MM-1D),q_dominant,1800,3000,4200,25,45360000000,5.944670000,8.006281,8.556812,148.616750000,1
Implementation 2 (MM-1D),q_dominant,1800,3600,4200,1,54432000000,62.682100000,1.000000,1.108399,62.682100000,1
Implementation 2 (MM-1D),q_dominant,1800,3600,4200,4,54432000000,16.784800000,3.734456,4.139266,67.139200000,1
Implementation 2 (MM-1D),q_dominant,1800,3600,4200,9,54432000000,8.907390000,7.037089,7.799901,80.166510000,1
Implementation 2 (MM-1D),q_dominant,1800,3600,4200,16,54432000000,6.200170000,10.109739,11.205621,99.202720000,1
Implementation 2 (MM-1D),q_dominant,1800,3600,4200,25,54432000000,8.301360000,7.550823,8.369322,207.534000000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3000,1,8640000000,5.020440000,1.000000,1.054812,5.020440000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3000,4,8640000000,2.531070000,1.983525,2.092246,10.124280000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3000,9,8640000000,1.326010000,3.786125,3.993651,11.934090000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3000,16,8640000000,0.856070000,5.864520,6.185967,13.697120000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3000,25,8640000000,1.001760000,5.011620,5.286317,25.044000000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3600,1,10368000000,5.969630000,1.000000,1.079728,5.969630000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3600,4,10368000000,2.963770000,2.014202,2.174790,11.855080000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3600,9,10368000000,1.488010000,4.011821,4.331675,13.392090000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3600,16,10368000000,0.966736000,6.175036,6.667359,15.467776000,1
Implementation 2 (MM-1D),q_dominant,2400,600,3600,25,10368000000,1.169240000,5.105564,5.512620,29.231000000,1
Implementation 2 (MM-1D),q_dominant,2400,600,4200,1,12096000000,7.866380000,1.000000,0.991747,7.866380000,1
Implementation 2 (MM-1D),q_dominant,2400,600,4200,4,12096000000,3.491140000,2.253241,2.234645,13.964560000,1
Implementation 2 (MM-1D),q_dominant,2400,600,4200,9,12096000000,1.773610000,4.435237,4.398632,15.962490000,1
Implementation 2 (MM-1D),q_dominant,2400,600,4200,16,12096000000,1.157210000,6.797712,6.741609,18.515360000,1
Implementation 2 (MM-1D),q_dominant,2400,600,4200,25,12096000000,1.396260000,5.633893,5.587396,34.906500000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3000,1,17280000000,165.502000000,1.000000,1.005262,165.502000000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3000,4,17280000000,87.196600000,1.898033,1.908020,348.786400000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3000,9,17280000000,93.352700000,1.772868,1.782197,840.174300000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3000,16,17280000000,78.844200000,2.099102,2.110147,1261.507200000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3000,25,17280000000,81.198900000,2.038230,2.048955,2029.972500000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3600,1,20736000000,20.542500000,1.000000,1.037938,20.542500000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3600,4,20736000000,5.539640000,3.708273,3.848957,22.158560000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3600,9,20736000000,2.881260000,7.129693,7.400178,25.931340000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3600,16,20736000000,1.871470000,10.976665,11.393095,29.943520000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,3600,25,20736000000,2.458800000,8.354685,8.671643,61.470000000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,4200,1,24192000000,25.618400000,1.000000,1.060603,25.618400000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,4200,4,24192000000,7.122810000,3.596670,3.814640,28.491240000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,4200,9,24192000000,3.924310000,6.528129,6.923754,35.318790000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,4200,16,24192000000,3.148530000,8.136622,8.629728,50.376480000,1
Implementation 2 (MM-1D),q_dominant,2400,1200,4200,25,24192000000,3.663300000,6.993257,7.417072,91.582500000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3000,1,25920000000,27.895300000,1.000000,1.031595,27.895300000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3000,4,25920000000,7.431420000,3.753697,3.872296,29.725680000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3000,9,25920000000,3.764800000,7.409504,7.643608,33.883200000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3000,16,25920000000,2.421890000,11.517988,11.881901,38.750240000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3000,25,25920000000,3.079250000,9.059122,9.345346,76.981250000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3600,1,31104000000,34.906600000,1.000000,1.101740,34.906600000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3600,4,31104000000,9.445300000,3.695658,4.071654,37.781200000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3600,9,31104000000,4.759800000,7.333627,8.079750,42.838200000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3600,16,31104000000,3.040400000,11.480924,12.648991,48.646400000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,3600,25,31104000000,4.265870000,8.182762,9.015275,106.646750000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,4200,1,36288000000,37.293400000,1.000000,1.031620,37.293400000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,4200,4,36288000000,9.999350000,3.729582,3.847513,39.997400000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,4200,9,36288000000,5.101660000,7.310052,7.541198,45.914940000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,4200,16,36288000000,3.344940000,11.149198,11.501740,53.519040000,1
Implementation 2 (MM-1D),q_dominant,2400,1800,4200,25,36288000000,4.172530000,8.937839,9.220456,104.313250000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3000,1,34560000000,37.168500000,1.000000,1.036746,37.168500000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3000,4,34560000000,9.866850000,3.767008,3.905429,39.467400000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3000,9,34560000000,4.999280000,7.434771,7.707966,44.993520000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3000,16,34560000000,3.215810000,11.558052,11.982760,51.452960000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3000,25,34560000000,4.416560000,8.415713,8.724953,110.414000000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3600,1,41472000000,64.920100000,1.000000,1.017831,64.920100000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3600,4,41472000000,17.344900000,3.742893,3.809633,69.379600000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3600,9,41472000000,8.484410000,7.651693,7.788131,76.359690000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3600,16,41472000000,5.314650000,12.215311,12.433123,85.034400000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,3600,25,41472000000,36.039800000,1.801345,1.833465,900.995000000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,4200,1,48384000000,49.795300000,1.000000,1.041729,49.795300000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,4200,4,48384000000,13.275400000,3.750945,3.907470,53.101600000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,4200,9,48384000000,6.766310000,7.359299,7.666397,60.896790000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,4200,16,48384000000,4.597700000,10.830480,11.282429,73.563200000,1
Implementation 2 (MM-1D),q_dominant,2400,2400,4200,25,48384000000,5.980170000,8.326737,8.674205,149.504250000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,3600,1,51840000000,81.879300000,1.000000,1.012214,81.879300000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,3600,4,51840000000,21.848500000,3.747594,3.793365,87.394000000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,3600,9,51840000000,10.612800000,7.715146,7.809375,95.515200000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,3600,16,51840000000,6.740550000,12.147273,12.295634,107.848800000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,3600,25,51840000000,7.509790000,10.903008,11.036172,187.744750000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,4200,1,60480000000,63.427000000,1.000000,1.068013,63.427000000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,4200,4,60480000000,16.933100000,3.745741,4.000498,67.732400000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,4200,9,60480000000,8.740570000,7.256621,7.750163,78.665130000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,4200,16,60480000000,6.008540000,10.556142,11.274093,96.136640000,1
Implementation 2 (MM-1D),q_dominant,2400,3000,4200,25,60480000000,8.262670000,7.676332,8.198420,206.566750000,1
Implementation 2 (MM-1D),q_dominant,2400,3600,4200,1,72576000000,86.180800000,1.000000,1.078157,86.180800000,1
Implementation 2 (MM-1D),q_dominant,2400,3600,4200,4,72576000000,22.705600000,3.795575,4.092227,90.822400000,1
Implementation 2 (MM-1D),q_dominant,2400,3600,4200,9,72576000000,11.978100000,7.194864,7.757196,107.802900000,1
Implementation 2 (MM-1D),q_dominant,2400,3600,4200,16,72576000000,8.047760000,10.708669,11.545631,128.764160000,1
Implementation 2 (MM-1D),q_dominant,2400,3600,4200,25,72576000000,10.223200000,8.429924,9.088785,255.580000000,1
