implementation,shape_type,m,n,q,p,total_ops,avg_seconds,avg_speedup,avg_serial_speedup,avg_cost,sample_count
Implementation 1 (Serial),n_dominant,600,4200,600,1,3024000000,3.517598000,1.000000,1.000000,3.517598000,1
Implementation 1 (Serial),n_dominant,600,4200,600,4,3024000000,3.517598000,1.000000,1.000000,3.517598000,1
Implementation 1 (Serial),n_dominant,600,4200,600,9,3024000000,3.517598000,1.000000,1.000000,3.517598000,1
Implementation 1 (Serial),n_dominant,600,4200,600,16,3024000000,3.517598000,1.000000,1.000000,3.517598000,1
Implementation 1 (Serial),n_dominant,600,4200,600,25,3024000000,3.517598000,1.000000,1.000000,3.517598000,1
Implementation 1 (Serial),n_dominant,600,4200,1200,1,6048000000,9.558680000,1.000000,1.000000,9.558680000,1
Implementation 1 (Serial),n_dominant,600,4200,1200,4,6048000000,9.558680000,1.000000,1.000000,9.558680000,1
Implementation 1 (Serial),n_dominant,600,4200,1200,9,6048000000,9.558680000,1.000000,1.000000,9.558680000,1
Implementation 1 (Serial),n_dominant,600,4200,1200,16,6048000000,9.558680000,1.000000,1.000000,9.558680000,1
Implementation 1 (Serial),n_dominant,600,4200,1200,25,6048000000,9.558680000,1.000000,1.000000,9.558680000,1
Implementation 1 (Serial),n_dominant,600,4200,1800,1,9072000000,14.513019000,1.000000,1.000000,14.513019000,1
Implementation 1 (Serial),n_dominant,600,4200,1800,4,9072000000,14.513019000,1.000000,1.000000,14.513019000,1
Implementation 1 (Serial),n_dominant,600,4200,1800,9,9072000000,14.513019000,1.000000,1.000000,14.513019000,1
Implementation 1 (Serial),n_dominant,600,4200,1800,16,9072000000,14.513019000,1.000000,1.000000,14.513019000,1
Implementation 1 (Serial),n_dominant,600,4200,1800,25,9072000000,14.513019000,1.000000,1.000000,14.513019000,1
Implementation 1 (Serial),n_dominant,600,4200,2400,1,12096000000,18.922627000,1.000000,1.000000,18.922627000,1
Implementation 1 (Serial),n_dominant,600,4200,2400,4,12096000000,18.922627000,1.000000,1.000000,18.922627000,1
Implementation 1 (Serial),n_dominant,600,4200,2400,9,12096000000,18.922627000,1.000000,1.000000,18.922627000,1
Implementation 1 (Serial),n_dominant,600,4200,2400,16,12096000000,18.922627000,1.000000,1.000000,18.922627000,1
Implementation 1 (Serial),n_dominant,600,4200,2400,25,12096000000,18.922627000,1.000000,1.000000,18.922627000,1
Implementation 1 (Serial),n_dominant,600,4200,3000,1,15120000000,24.292640000,1.000000,1.000000,24.292640000,1
Implementation 1 (Serial),n_dominant,600,4200,3000,4,15120000000,24.292640000,1.000000,1.000000,24.292640000,1
Implementation 1 (Serial),n_dominant,600,4200,3000,9,15120000000,24.292640000,1.000000,1.000000,24.292640000,1
Implementation 1 (Serial),n_dominant,600,4200,3000,16,15120000000,24.292640000,1.000000,1.000000,24.292640000,1
Implementation 1 (Serial),n_dominant,600,4200,3000,25,15120000000,24.292640000,1.000000,1.000000,24.292640000,1
Implementation 1 (Serial),n_dominant,600,4200,3600,1,18144000000,29.147876000,1.000000,1.000000,29.147876000,1
Implementation 1 (Serial),n_dominant,600,4200,3600,4,18144000000,29.147876000,1.000000,1.000000,29.147876000,1
Implementation 1 (Serial),n_dominant,600,4200,3600,9,18144000000,29.147876000,1.000000,1.000000,29.147876000,1
Implementation 1 (Serial),n_dominant,600,4200,3600,16,18144000000,29.147876000,1.000000,1.000000,29.147876000,1
Implementation 1 (Serial),n_dominant,600,4200,3600,25,18144000000,29.147876000,1.000000,1.000000,29.147876000,1
Implementation 1 (Serial),n_dominant,1200,1800,600,1,2592000000,1.675815000,1.000000,1.000000,1.675815000,1
Implementation 1 (Serial),n_dominant,1200,1800,600,4,2592000000,1.675815000,1.000000,1.000000,1.675815000,1
Implementation 1 (Serial),n_dominant,1200,1800,600,9,2592000000,1.675815000,1.000000,1.000000,1.675815000,1
Implementation 1 (Serial),n_dominant,1200,1800,600,16,2592000000,1.675815000,1.000000,1.000000,1.675815000,1
Implementation 1 (Serial),n_dominant,1200,1800,600,25,2592000000,1.675815000,1.000000,1.000000,1.675815000,1
Implementation 1 (Serial),n_dominant,1200,1800,1200,1,5184000000,3.947691000,1.000000,1.000000,3.947691000,1
Implementation 1 (Serial),n_dominant,1200,1800,1200,4,5184000000,3.947691000,1.000000,1.000000,3.947691000,1
Implementation 1 (Serial),n_dominant,1200,1800,1200,9,5184000000,3.947691000,1.000000,1.000000,3.947691000,1
Implementation 1 (Serial),n_dominant,1200,1800,1200,16,5184000000,3.947691000,1.000000,1.000000,3.947691000,1
Implementation 1 (Serial),n_dominant,1200,1800,1200,25,5184000000,3.947691000,1.000000,1.000000,3.947691000,1
Implementation 1 (Serial),n_dominant,1200,2400,600,1,3456000000,47.871984000,1.000000,1.000000,47.871984000,1
Implementation 1 (Serial),n_dominant,1200,2400,600,4,3456000000,47.871984000,1.000000,1.000000,47.871984000,1
Implementation 1 (Serial),n_dominant,1200,2400,600,9,3456000000,47.871984000,1.000000,1.000000,47.871984000,1
Implementation 1 (Serial),n_dominant,1200,2400,600,16,3456000000,47.871984000,1.000000,1.000000,47.871984000,1
Implementation 1 (Serial),n_dominant,1200,2400,600,25,3456000000,47.871984000,1.000000,1.000000,47.871984000,1
Implementation 1 (Serial),n_dominant,1200,2400,1200,1,6912000000,9.198040000,1.000000,1.000000,9.198040000,1
Implementation 1 (Serial),n_dominant,1200,2400,1200,4,6912000000,9.198040000,1.000000,1.000000,9.198040000,1
Implementation 1 (Serial),n_dominant,1200,2400,1200,9,6912000000,9.198040000,1.000000,1.000000,9.198040000,1
Implementation 1 (Serial),n_dominant,1200,2400,1200,16,6912000000,9.198040000,1.000000,1.000000,9.198040000,1
Implementation 1 (Serial),n_dominant,1200,2400,1200,25,6912000000,9.198040000,1.000000,1.000000,9.198040000,1
Implementation 1 (Serial),n_dominant,1200,2400,1800,1,10368000000,11.224075000,1.000000,1.000000,11.224075000,1
Implementation 1 (Serial),n_dominant,1200,2400,1800,4,10368000000,11.224075000,1.000000,1.000000,11.224075000,1
Implementation 1 (Serial),n_dominant,1200,2400,1800,9,10368000000,11.224075000,1.000000,1.000000,11.224075000,1
Implementation 1 (Serial),n_dominant,1200,2400,1800,16,10368000000,11.224075000,1.000000,1.000000,11.224075000,1
Implementation 1 (Serial),n_dominant,1200,2400,1800,25,10368000000,11.224075000,1.000000,1.000000,11.224075000,1
Implementation 1 (Serial),n_dominant,1200,3000,600,1,4320000000,3.389611000,1.000000,1.000000,3.389611000,1
Implementation 1 (Serial),n_dominant,1200,3000,600,4,4320000000,3.389611000,1.000000,1.000000,3.389611000,1
Implementation 1 (Serial),n_dominant,1200,3000,600,9,4320000000,3.389611000,1.000000,1.000000,3.389611000,1
Implementation 1 (Serial),n_dominant,1200,3000,600,16,4320000000,3.389611000,1.000000,1.000000,3.389611000,1
Implementation 1 (Serial),n_dominant,1200,3000,600,25,4320000000,3.389611000,1.000000,1.000000,3.389611000,1
Implementation 1 (Serial),n_dominant,1200,3000,1200,1,8640000000,14.755614000,1.000000,1.000000,14.755614000,1
Implementation 1 (Serial),n_dominant,1200,3000,1200,4,8640000000,14.755614000,1.000000,1.000000,14.755614000,1
Implementation 1 (Serial),n_dominant,1200,3000,1200,9,8640000000,14.755614000,1.000000,1.000000,14.755614000,1
Implementation 1 (Serial),n_dominant,1200,3000,1200,16,8640000000,14.755614000,1.000000,1.000000,14.755614000,1
Implementation 1 (Serial),n_dominant,1200,3000,1200,25,8640000000,14.755614000,1.000000,1.000000,14.755614000,1
Implementation 1 (Serial),n_dominant,1200,3000,1800,1,12960000000,66.991819000,1.000000,1.000000,66.991819000,1
Implementation 1 (Serial),n_dominant,1200,3000,1800,4,12960000000,66.991819000,1.000000,1.000000,66.991819000,1
Implementation 1 (Serial),n_dominant,1200,3000,1800,9,12960000000,66.991819000,1.000000,1.000000,66.991819000,1
Implementation 1 (Serial),n_dominant,1200,3000,1800,16,12960000000,66.991819000,1.000000,1.000000,66.991819000,1
Implementation 1 (Serial),n_dominant,1200,3000,1800,25,12960000000,66.991819000,1.000000,1.000000,66.991819000,1
Implementation 1 (Serial),n_dominant,1200,3000,2400,1,17280000000,26.969386000,1.000000,1.000000,26.969386000,1
Implementation 1 (Serial),n_dominant,1200,3000,2400,4,17280000000,26.969386000,1.000000,1.000000,26.969386000,1
Implementation 1 (Serial),n_dominant,1200,3000,2400,9,17280000000,26.969386000,1.000000,1.000000,26.969386000,1
Implementation 1 (Serial),n_dominant,1200,3000,2400,16,17280000000,26.969386000,1.000000,1.000000,26.969386000,1
Implementation 1 (Serial),n_dominant,1200,3000,2400,25,17280000000,26.969386000,1.000000,1.000000,26.969386000,1
Implementation 1 (Serial),n_dominant,1200,3600,600,1,5184000000,4.633236000,1.000000,1.000000,4.633236000,1
Implementation 1 (Serial),n_dominant,1200,3600,600,4,5184000000,4.633236000,1.000000,1.000000,4.633236000,1
Implementation 1 (Serial),n_dominant,1200,3600,600,9,5184000000,4.633236000,1.000000,1.000000,4.633236000,1
Implementation 1 (Serial),n_dominant,1200,3600,600,16,5184000000,4.633236000,1.000000,1.000000,4.633236000,1
Implementation 1 (Serial),n_dominant,1200,3600,600,25,5184000000,4.633236000,1.000000,1.000000,4.633236000,1
Implementation 1 (Serial),n_dominant,1200,3600,1200,1,10368000000,16.130043000,1.000000,1.000000,16.130043000,1
Implementation 1 (Serial),n_dominant,1200,3600,1200,4,10368000000,16.130043000,1.000000,1.000000,16.130043000,1
Implementation 1 (Serial),n_dominant,1200,3600,1200,9,10368000000,16.130043000,1.000000,1.000000,16.130043000,1
Implementation 1 (Serial),n_dominant,1200,3600,1200,16,10368000000,16.130043000,1.000000,1.000000,16.130043000,1
Implementation 1 (Serial),n_dominant,1200,3600,1200,25,10368000000,16.130043000,1.000000,1.000000,16.130043000,1
Implementation 1 (Serial),n_dominant,1200,3600,1800,1,15552000000,18.908875000,1.000000,1.000000,18.908875000,1
Implementation 1 (Serial),n_dominant,1200,3600,1800,4,15552000000,18.908875000,1.000000,1.000000,18.908875000,1
Implementation 1 (Serial),n_dominant,1200,3600,1800,9,15552000000,18.908875000,1.000000,1.000000,18.908875000,1
Implementation 1 (Serial),n_dominant,1200,3600,1800,16,15552000000,18.908875000,1.000000,1.000000,18.908875000,1
Implementation 1 (Serial),n_dominant,1200,3600,1800,25,15552000000,18.908875000,1.000000,1.000000,18.908875000,1
Implementation 1 (Serial),n_dominant,1200,3600,2400,1,20736000000,32.404896000,1.000000,1.000000,32.404896000,1
Implementation 1 (Serial),n_dominant,1200,3600,2400,4,20736000000,32.404896000,1.000000,1.000000,32.404896000,1
Implementation 1 (Serial),n_dominant,1200,3600,2400,9,20736000000,32.404896000,1.000000,1.000000,32.404896000,1
Implementation 1 (Serial),n_dominant,1200,3600,2400,16,20736000000,32.404896000,1.000000,1.000000,32.404896000,1
Implementation 1 (Serial),n_dominant,1200,3600,2400,25,20736000000,32.404896000,1.000000,1.000000,32.404896000,1
Implementation 1 (Serial),n_dominant,1200,3600,3000,1,25920000000,31.580831000,1.000000,1.000000,31.580831000,1
Implementation 1 (Serial),n_dominant,1200,3600,3000,4,25920000000,31.580831000,1.000000,1.000000,31.580831000,1
Implementation 1 (Serial),n_dominant,1200,3600,3000,9,25920000000,31.580831000,1.000000,1.000000,31.580831000,1
Implementation 1 (Serial),n_dominant,1200,3600,3000,16,25920000000,31.580831000,1.000000,1.000000,31.580831000,1
Implementation 1 (Serial),n_dominant,1200,3600,3000,25,25920000000,31.580831000,1.000000,1.000000,31.580831000,1
Implementation 1 (Serial),n_dominant,1200,4200,600,1,6048000000,7.045136000,1.000000,1.000000,7.045136000,1
Implementation 1 (Serial),n_dominant,1200,4200,600,4,6048000000,7.045136000,1.000000,1.000000,7.045136000,1
Implementation 1 (Serial),n_dominant,1200,4200,600,9,6048000000,7.045136000,1.000000,1.000000,7.045136000,1
Implementation 1 (Serial),n_dominant,1200,4200,600,16,6048000000,7.045136000,1.000000,1.000000,7.045136000,1
Implementation 1 (Serial),n_dominant,1200,4200,600,25,6048000000,7.045136000,1.000000,1.000000,7.045136000,1
Implementation 1 (Serial),n_dominant,1200,4200,1200,1,12096000000,72.716268000,1.000000,1.000000,72.716268000,1
Implementation 1 (Serial),n_dominant,1200,4200,1200,4,12096000000,72.716268000,1.000000,1.000000,72.716268000,1
Implementation 1 (Serial),n_dominant,1200,4200,1200,9,12096000000,72.716268000,1.000000,1.000000,72.716268000,1
Implementation 1 (Serial),n_dominant,1200,4200,1200,16,12096000000,72.716268000,1.000000,1.000000,72.716268000,1
Implementation 1 (Serial),n_dominant,1200,4200,1200,25,12096000000,72.716268000,1.000000,1.000000,72.716268000,1
Implementation 1 (Serial),n_dominant,1200,4200,1800,1,18144000000,29.506800000,1.000000,1.000000,29.506800000,1
Implementation 1 (Serial),n_dominant,1200,4200,1800,4,18144000000,29.506800000,1.000000,1.000000,29.506800000,1
Implementation 1 (Serial),n_dominant,1200,4200,1800,9,18144000000,29.506800000,1.000000,1.000000,29.506800000,1
Implementation 1 (Serial),n_dominant,1200,4200,1800,16,18144000000,29.506800000,1.000000,1.000000,29.506800000,1
Implementation 1 (Serial),n_dominant,1200,4200,1800,25,18144000000,29.506800000,1.000000,1.000000,29.506800000,1
Implementation 1 (Serial),n_dominant,1200,4200,2400,1,24192000000,37.801754000,1.000000,1.000000,37.801754000,1
Implementation 1 (Serial),n_dominant,1200,4200,2400,4,24192000000,37.801754000,1.000000,1.000000,37.801754000,1
Implementation 1 (Serial),n_dominant,1200,4200,2400,9,24192000000,37.801754000,1.000000,1.000000,37.801754000,1
Implementation 1 (Serial),n_dominant,1200,4200,2400,16,24192000000,37.801754000,1.000000,1.000000,37.801754000,1
Implementation 1 (Serial),n_dominant,1200,4200,2400,25,24192000000,37.801754000,1.000000,1.000000,37.801754000,1
Implementation 1 (Serial),n_dominant,1200,4200,3000,1,30240000000,49.176633000,1.000000,1.000000,49.176633000,1
Implementation 1 (Serial),n_dominant,1200,4200,3000,4,30240000000,49.176633000,1.000000,1.000000,49.176633000,1
Implementation 1 (Serial),n_dominant,1200,4200,3000,9,30240000000,49.176633000,1.000000,1.000000,49.176633000,1
Implementation 1 (Serial),n_dominant,1200,4200,3000,16,30240000000,49.176633000,1.000000,1.000000,49.176633000,1
Implementation 1 (Serial),n_dominant,1200,4200,3000,25,30240000000,49.176633000,1.000000,1.000000,49.176633000,1
Implementation 1 (Serial),n_dominant,1200,4200,3600,1,36288000000,58.043278000,1.000000,1.000000,58.043278000,1
Implementation 1 (Serial),n_dominant,1200,4200,3600,4,36288000000,58.043278000,1.000000,1.000000,58.043278000,1
Implementation 1 (Serial),n_dominant,1200,4200,3600,9,36288000000,58.043278000,1.000000,1.000000,58.043278000,1
Implementation 1 (Serial),n_dominant,1200,4200,3600,16,36288000000,58.043278000,1.000000,1.000000,58.043278000,1
Implementation 1 (Serial),n_dominant,1200,4200,3600,25,36288000000,58.043278000,1.000000,1.000000,58.043278000,1
Implementation 1 (Serial),n_dominant,1800,2400,600,1,5184000000,3.731662000,1.000000,1.000000,3.731662000,1
Implementation 1 (Serial),n_dominant,1800,2400,600,4,5184000000,3.731662000,1.000000,1.000000,3.731662000,1
Implementation 1 (Serial),n_dominant,1800,2400,600,9,5184000000,3.731662000,1.000000,1.000000,3.731662000,1
Implementation 1 (Serial),n_dominant,1800,2400,600,16,5184000000,3.731662000,1.000000,1.000000,3.731662000,1
Implementation 1 (Serial),n_dominant,1800,2400,600,25,5184000000,3.731662000,1.000000,1.000000,3.731662000,1
Implementation 1 (Serial),n_dominant,1800,2400,1200,1,10368000000,13.696763000,1.000000,1.000000,13.696763000,1
Implementation 1 (Serial),n_dominant,1800,2400,1200,4,10368000000,13.696763000,1.000000,1.000000,13.696763000,1
Implementation 1 (Serial),n_dominant,1800,2400,1200,9,10368000000,13.696763000,1.000000,1.000000,13.696763000,1
Implementation 1 (Serial),n_dominant,1800,2400,1200,16,10368000000,13.696763000,1.000000,1.000000,13.696763000,1
Implementation 1 (Serial),n_dominant,1800,2400,1200,25,10368000000,13.696763000,1.000000,1.000000,13.696763000,1
Implementation 1 (Serial),n_dominant,1800,2400,1800,1,15552000000,16.820241000,1.000000,1.000000,16.820241000,1
Implementation 1 (Serial),n_dominant,1800,2400,1800,4,15552000000,16.820241000,1.000000,1.000000,16.820241000,1
Implementation 1 (Serial),n_dominant,1800,2400,1800,9,15552000000,16.820241000,1.000000,1.000000,16.820241000,1
Implementation 1 (Serial),n_dominant,1800,2400,1800,16,15552000000,16.820241000,1.000000,1.000000,16.820241000,1
Implementation 1 (Serial),n_dominant,1800,2400,1800,25,15552000000,16.820241000,1.000000,1.000000,16.820241000,1
Implementation 1 (Serial),n_dominant,1800,3000,600,1,6480000000,5.059478000,1.000000,1.000000,5.059478000,1
Implementation 1 (Serial),n_dominant,1800,3000,600,4,6480000000,5.059478000,1.000000,1.000000,5.059478000,1
Implementation 1 (Serial),n_dominant,1800,3000,600,9,6480000000,5.059478000,1.000000,1.000000,5.059478000,1
Implementation 1 (Serial),n_dominant,1800,3000,600,16,6480000000,5.059478000,1.000000,1.000000,5.059478000,1
Implementation 1 (Serial),n_dominant,1800,3000,600,25,6480000000,5.059478000,1.000000,1.000000,5.059478000,1
Implementation 1 (Serial),n_dominant,1800,3000,1200,1,12960000000,19.666118000,1.000000,1.000000,19.666118000,1
Implementation 1 (Serial),n_dominant,1800,3000,1200,4,12960000000,19.666118000,1.000000,1.000000,19.666118000,1
Implementation 1 (Serial),n_dominant,1800,3000,1200,9,12960000000,19.666118000,1.000000,1.000000,19.666118000,1
Implementation 1 (Serial),n_dominant,1800,3000,1200,16,12960000000,19.666118000,1.000000,1.000000,19.666118000,1
Implementation 1 (Serial),n_dominant,1800,3000,1200,25,12960000000,19.666118000,1.000000,1.000000,19.666118000,1
Implementation 1 (Serial),n_dominant,1800,3000,1800,1,19440000000,21.623590000,1.000000,1.000000,21.623590000,1
Implementation 1 (Serial),n_dominant,1800,3000,1800,4,19440000000,21.623590000,1.000000,1.000000,21.623590000,1
Implementation 1 (Serial),n_dominant,1800,3000,1800,9,19440000000,21.623590000,1.000000,1.000000,21.623590000,1
Implementation 1 (Serial),n_dominant,1800,3000,1800,16,19440000000,21.623590000,1.000000,1.000000,21.623590000,1
Implementation 1 (Serial),n_dominant,1800,3000,1800,25,19440000000,21.623590000,1.000000,1.000000,21.623590000,1
Implementation 1 (Serial),n_dominant,1800,3000,2400,1,25920000000,70.424960000,1.000000,1.000000,70.424960000,1
Implementation 1 (Serial),n_dominant,1800,3000,2400,4,25920000000,70.424960000,1.000000,1.000000,70.424960000,1
Implementation 1 (Serial),n_dominant,1800,3000,2400,9,25920000000,70.424960000,1.000000,1.000000,70.424960000,1
Implementation 1 (Serial),n_dominant,1800,3000,2400,16,25920000000,70.424960000,1.000000,1.000000,70.424960000,1
Implementation 1 (Serial),n_dominant,1800,3000,2400,25,25920000000,70.424960000,1.000000,1.000000,70.424960000,1
Implementation 1 (Serial),n_dominant,1800,3600,600,1,7776000000,6.808906000,1.000000,1.000000,6.808906000,1
Implementation 1 (Serial),n_dominant,1800,3600,600,4,7776000000,6.808906000,1.000000,1.000000,6.808906000,1
Implementation 1 (Serial),n_dominant,1800,3600,600,9,7776000000,6.808906000,1.000000,1.000000,6.808906000,1
Implementation 1 (Serial),n_dominant,1800,3600,600,16,7776000000,6.808906000,1.000000,1.000000,6.808906000,1
Implementation 1 (Serial),n_dominant,1800,3600,600,25,7776000000,6.808906000,1.000000,1.000000,6.808906000,1
Implementation 1 (Serial),n_dominant,1800,3600,1200,1,15552000000,24.085079000,1.000000,1.000000,24.085079000,1
Implementation 1 (Serial),n_dominant,1800,3600,1200,4,15552000000,24.085079000,1.000000,1.000000,24.085079000,1
Implementation 1 (Serial),n_dominant,1800,3600,1200,9,15552000000,24.085079000,1.000000,1.000000,24.085079000,1
Implementation 1 (Serial),n_dominant,1800,3600,1200,16,15552000000,24.085079000,1.000000,1.000000,24.085079000,1
Implementation 1 (Serial),n_dominant,1800,3600,1200,25,15552000000,24.085079000,1.000000,1.000000,24.085079000,1
Implementation 1 (Serial),n_dominant,1800,3600,1800,1,23328000000,29.204474000,1.000000,1.000000,29.204474000,1
Implementation 1 (Serial),n_dominant,1800,3600,1800,4,23328000000,29.204474000,1.000000,1.000000,29.204474000,1
Implementation 1 (Serial),n_dominant,1800,3600,1800,9,23328000000,29.204474000,1.000000,1.000000,29.204474000,1
Implementation 1 (Serial),n_dominant,1800,3600,1800,16,23328000000,29.204474000,1.000000,1.000000,29.204474000,1
Implementation 1 (Serial),n_dominant,1800,3600,1800,25,23328000000,29.204474000,1.000000,1.000000,29.204474000,1
Implementation 1 (Serial),n_dominant,1800,3600,2400,1,31104000000,48.738174000,1.000000,1.000000,48.738174000,1
Implementation 1 (Serial),n_dominant,1800,3600,2400,4,31104000000,48.738174000,1.000000,1.000000,48.738174000,1
Implementation 1 (Serial),n_dominant,1800,3600,2400,9,31104000000,48.738174000,1.000000,1.000000,48.738174000,1
Implementation 1 (Serial),n_dominant,1800,3600,2400,16,31104000000,48.738174000,1.000000,1.000000,48.738174000,1
Implementation 1 (Serial),n_dominant,1800,3600,2400,25,31104000000,48.738174000,1.000000,1.000000,48.738174000,1
Implementation 1 (Serial),n_dominant,1800,3600,3000,1,38880000000,47.870810000,1.000000,1.000000,47.870810000,1
Implementation 1 (Serial),n_dominant,1800,3600,3000,4,38880000000,47.870810000,1.000000,1.000000,47.870810000,1
Implementation 1 (Serial),n_dominant,1800,3600,3000,9,38880000000,47.870810000,1.000000,1.000000,47.870810000,1
Implementation 1 (Serial),n_dominant,1800,3600,3000,16,38880000000,47.870810000,1.000000,1.000000,47.870810000,1
Implementation 1 (Serial),n_dominant,1800,3600,3000,25,38880000000,47.870810000,1.000000,1.000000,47.870810000,1
Implementation 1 (Serial),n_dominant,1800,4200,600,1,9072000000,57.034043000,1.000000,1.000000,57.034043000,1
Implementation 1 (Serial),n_dominant,1800,4200,600,4,9072000000,57.034043000,1.000000,1.000000,57.034043000,1
Implementation 1 (Serial),n_dominant,1800,4200,600,9,9072000000,57.034043000,1.000000,1.000000,57.034043000,1
Implementation 1 (Serial),n_dominant,1800,4200,600,16,9072000000,57.034043000,1.000000,1.000000,57.034043000,1
Implementation 1 (Serial),n_dominant,1800,4200,600,25,9072000000,57.034043000,1.000000,1.000000,57.034043000,1
Implementation 1 (Serial),n_dominant,1800,4200,1200,1,18144000000,28.399382000,1.000000,1.000000,28.399382000,1
Implementation 1 (Serial),n_dominant,1800,4200,1200,4,18144000000,28.399382000,1.000000,1.000000,28.399382000,1
Implementation 1 (Serial),n_dominant,1800,4200,1200,9,18144000000,28.399382000,1.000000,1.000000,28.399382000,1
Implementation 1 (Serial),n_dominant,1800,4200,1200,16,18144000000,28.399382000,1.000000,1.000000,28.399382000,1
Implementation 1 (Serial),n_dominant,1800,4200,1200,25,18144000000,28.399382000,1.000000,1.000000,28.399382000,1
Implementation 1 (Serial),n_dominant,1800,4200,1800,1,27216000000,43.441676000,1.000000,1.000000,43.441676000,1
Implementation 1 (Serial),n_dominant,1800,4200,1800,4,27216000000,43.441676000,1.000000,1.000000,43.441676000,1
Implementation 1 (Serial),n_dominant,1800,4200,1800,9,27216000000,43.441676000,1.000000,1.000000,43.441676000,1
Implementation 1 (Serial),n_dominant,1800,4200,1800,16,27216000000,43.441676000,1.000000,1.000000,43.441676000,1
Implementation 1 (Serial),n_dominant,1800,4200,1800,25,27216000000,43.441676000,1.000000,1.000000,43.441676000,1
Implementation 1 (Serial),n_dominant,1800,4200,2400,1,36288000000,56.587265000,1.000000,1.000000,56.587265000,1
Implementation 1 (Serial),n_dominant,1800,4200,2400,4,36288000000,56.587265000,1.000000,1.000000,56.587265000,1
Implementation 1 (Serial),n_dominant,1800,4200,2400,9,36288000000,56.587265000,1.000000,1.000000,56.587265000,1
Implementation 1 (Serial),n_dominant,1800,4200,2400,16,36288000000,56.587265000,1.000000,1.000000,56.587265000,1
Implementation 1 (Serial),n_dominant,1800,4200,2400,25,36288000000,56.587265000,1.000000,1.000000,56.587265000,1
Implementation 1 (Serial),n_dominant,1800,4200,3000,1,45360000000,73.061934000,1.000000,1.000000,73.061934000,1
Implementation 1 (Serial),n_dominant,1800,4200,3000,4,45360000000,73.061934000,1.000000,1.000000,73.061934000,1
Implementation 1 (Serial),n_dominant,1800,4200,3000,9,45360000000,73.061934000,1.000000,1.000000,73.061934000,1
Implementation 1 (Serial),n_dominant,1800,4200,3000,16,45360000000,73.061934000,1.000000,1.000000,73.061934000,1
Implementation 1 (Serial),n_dominant,1800,4200,3000,25,45360000000,73.061934000,1.000000,1.000000,73.061934000,1
Implementation 1 (Serial),n_dominant,1800,4200,3600,1,54432000000,86.852591000,1.000000,1.000000,86.852591000,1
Implementation 1 (Serial),n_dominant,1800,4200,3600,4,54432000000,86.852591000,1.000000,1.000000,86.852591000,1
Implementation 1 (Serial),n_dominant,1800,4200,3600,9,54432000000,86.852591000,1.000000,1.000000,86.852591000,1
Implementation 1 (Serial),n_dominant,1800,4200,3600,16,54432000000,86.852591000,1.000000,1.000000,86.852591000,1
Implementation 1 (Serial),n_dominant,1800,4200,3600,25,54432000000,86.852591000,1.000000,1.000000,86.852591000,1
Implementation 1 (Serial),n_dominant,2400,3000,600,1,8640000000,6.949115000,1.000000,1.000000,6.949115000,1
Implementation 1 (Serial),n_dominant,2400,3000,600,4,8640000000,6.949115000,1.000000,1.000000,6.949115000,1
Implementation 1 (Serial),n_dominant,2400,3000,600,9,8640000000,6.949115000,1.000000,1.000000,6.949115000,1
Implementation 1 (Serial),n_dominant,2400,3000,600,16,8640000000,6.949115000,1.000000,1.000000,6.949115000,1
Implementation 1 (Serial),n_dominant,2400,3000,600,25,8640000000,6.949115000,1.000000,1.000000,6.949115000,1
Implementation 1 (Serial),n_dominant,2400,3000,1200,1,17280000000,29.524832000,1.000000,1.000000,29.524832000,1
Implementation 1 (Serial),n_dominant,2400,3000,1200,4,17280000000,29.524832000,1.000000,1.000000,29.524832000,1
Implementation 1 (Serial),n_dominant,2400,3000,1200,9,17280000000,29.524832000,1.000000,1.000000,29.524832000,1
Implementation 1 (Serial),n_dominant,2400,3000,1200,16,17280000000,29.524832000,1.000000,1.000000,29.524832000,1
Implementation 1 (Serial),n_dominant,2400,3000,1200,25,17280000000,29.524832000,1.000000,1.000000,29.524832000,1
Implementation 1 (Serial),n_dominant,2400,3000,1800,1,25920000000,28.689461000,1.000000,1.000000,28.689461000,1
Implementation 1 (Serial),n_dominant,2400,3000,1800,4,25920000000,28.689461000,1.000000,1.000000,28.689461000,1
Implementation 1 (Serial),n_dominant,2400,3000,1800,9,25920000000,28.689461000,1.000000,1.000000,28.689461000,1
Implementation 1 (Serial),n_dominant,2400,3000,1800,16,25920000000,28.689461000,1.000000,1.000000,28.689461000,1
Implementation 1 (Serial),n_dominant,2400,3000,1800,25,25920000000,28.689461000,1.000000,1.000000,28.689461000,1
Implementation 1 (Serial),n_dominant,2400,3000,2400,1,34560000000,53.854473000,1.000000,1.000000,53.854473000,1
Implementation 1 (Serial),n_dominant,2400,3000,2400,4,34560000000,53.854473000,1.000000,1.000000,53.854473000,1
Implementation 1 (Serial),n_dominant,2400,3000,2400,9,34560000000,53.854473000,1.000000,1.000000,53.854473000,1
Implementation 1 (Serial),n_dominant,2400,3000,2400,16,34560000000,53.854473000,1.000000,1.000000,53.854473000,1
Implementation 1 (Serial),n_dominant,2400,3000,2400,25,34560000000,53.854473000,1.000000,1.000000,53.854473000,1
Implementation 1 (Serial),n_dominant,2400,3600,600,1,10368000000,9.000387000,1.000000,1.000000,9.000387000,1
