implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",6,18,24,1,0.000050,1.000000,0.000050,0,"ok","./bin/mm_serial 6 18 24","Time: 0.000050 seconds"
"Implementation 2 (MM-1D)",6,18,24,1,0.000055,0.902804,0.000055,0,"ok","mpirun -np 1 ./bin/mm_1d 6 18 24","Local Matrix Multiplication Compute Time: 2.67811e-05 seconds Total Runtime: 5.5383e-05 seconds"
"Implementation 3 (MM-2D)",6,18,24,1,0.000056,0.892857,0.000056,0,"ok","mpirun -np 1 ./bin/mm_2d 6 18 24","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(6x18), B(18x24), C(6x24) Parallel Time: 0.000056 seconds"
"Implementation 1 (Serial)",6,18,24,4,0.000034,1.000000,0.000034,0,"ok","./bin/mm_serial 6 18 24","Time: 0.000034 seconds"
"Implementation 2 (MM-1D)",6,18,24,4,0.000184,0.184928,0.000735,0,"ok","mpirun -np 4 ./bin/mm_1d 6 18 24","Local Matrix Multiplication Compute Time: 8.46852e-06 seconds Total Runtime: 0.000183855 seconds"
"Implementation 3 (MM-2D)",6,18,24,4,0.000188,0.180851,0.000752,0,"ok","mpirun -np 4 ./bin/mm_2d 6 18 24","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(6x18), B(18x24), C(6x24) Parallel Time: 0.000188 seconds"
