implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,4200,2400,1,132.702700,1.000000,1.000000,132.702700,0,"ok","./bin/mm_serial 4200 4200 2400","Time: 132.702700 seconds"
"Implementation 2 (MM-1D)",4200,4200,2400,1,132.960000,1.000000,0.998065,132.960000,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 4200 2400","Local Matrix Multiplication Compute Time: 132.69 seconds Total Runtime: 132.96 seconds"
"Implementation 3 (MM-2D)",4200,4200,2400,1,132.828573,1.000000,0.999052,132.828573,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 4200 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x4200), B(4200x2400), C(4200x2400) Parallel Time: 132.828573 seconds"
"Implementation 1 (Serial)",4200,4200,2400,4,132.702700,1.000000,1.000000,132.702700,0,"ok","./bin/mm_serial 4200 4200 2400","Time: 132.702700 seconds"
"Implementation 2 (MM-1D)",4200,4200,2400,4,35.370900,3.759022,3.751748,141.483600,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 4200 2400","Local Matrix Multiplication Compute Time: 34.692 seconds Total Runtime: 35.3709 seconds"
"Implementation 3 (MM-2D)",4200,4200,2400,4,29.665935,4.477478,4.473235,118.663740,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 4200 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x4200), B(4200x2400), C(4200x2400) Parallel Time: 29.665935 seconds"
"Implementation 1 (Serial)",4200,4200,2400,9,132.702700,1.000000,1.000000,132.702700,0,"ok","./bin/mm_serial 4200 4200 2400","Time: 132.702700 seconds"
"Implementation 2 (MM-1D)",4200,4200,2400,9,17.323700,7.675035,7.660182,155.913300,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 4200 2400","Local Matrix Multiplication Compute Time: 16.9089 seconds Total Runtime: 17.3237 seconds"
"Implementation 3 (MM-2D)",4200,4200,2400,9,16.421502,8.088698,8.081033,147.793518,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 4200 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x4200), B(4200x2400), C(4200x2400) Parallel Time: 16.421502 seconds"
"Implementation 1 (Serial)",4200,4200,2400,16,132.702700,1.000000,1.000000,132.702700,0,"ok","./bin/mm_serial 4200 4200 2400","Time: 132.702700 seconds"
"Implementation 2 (MM-1D)",4200,4200,2400,16,10.913000,12.183634,12.160057,174.608000,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 4200 2400","Local Matrix Multiplication Compute Time: 10.2784 seconds Total Runtime: 10.913 seconds"
"Implementation 3 (MM-2D)",4200,4200,2400,16,6.899348,19.252337,19.234093,110.389568,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 4200 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x4200), B(4200x2400), C(4200x2400) Parallel Time: 6.899348 seconds"
"Implementation 1 (Serial)",4200,4200,2400,25,132.702700,1.000000,1.000000,132.702700,0,"ok","./bin/mm_serial 4200 4200 2400","Time: 132.702700 seconds"
"Implementation 2 (MM-1D)",4200,4200,2400,25,13.288800,10.005418,9.986056,332.220000,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 4200 2400","Local Matrix Multiplication Compute Time: 12.202 seconds Total Runtime: 13.2888 seconds"
"Implementation 3 (MM-2D)",4200,4200,2400,25,8.889799,14.941685,14.927525,222.244975,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 4200 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x4200), B(4200x2400), C(4200x2400) Parallel Time: 8.889799 seconds"
