implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,1800,4200,1,38.472629,1.000000,1.000000,38.472629,0,"ok","./bin/mm_serial 2400 1800 4200","Time: 38.472629 seconds"
"Implementation 2 (MM-1D)",2400,1800,4200,1,37.293400,1.000000,1.031620,37.293400,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 1800 4200","Local Matrix Multiplication Compute Time: 37.1319 seconds Total Runtime: 37.2934 seconds"
"Implementation 3 (MM-2D)",2400,1800,4200,1,37.299959,1.000000,1.031439,37.299959,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 1800 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x1800), B(1800x4200), C(2400x4200) Parallel Time: 37.299959 seconds"
"Implementation 1 (Serial)",2400,1800,4200,4,38.472629,1.000000,1.000000,38.472629,0,"ok","./bin/mm_serial 2400 1800 4200","Time: 38.472629 seconds"
"Implementation 2 (MM-1D)",2400,1800,4200,4,9.999350,3.729582,3.847513,39.997400,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 1800 4200","Local Matrix Multiplication Compute Time: 9.81025 seconds Total Runtime: 9.99935 seconds"
"Implementation 3 (MM-2D)",2400,1800,4200,4,10.366106,3.598261,3.711387,41.464424,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 1800 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x1800), B(1800x4200), C(2400x4200) Parallel Time: 10.366106 seconds"
"Implementation 1 (Serial)",2400,1800,4200,9,38.472629,1.000000,1.000000,38.472629,0,"ok","./bin/mm_serial 2400 1800 4200","Time: 38.472629 seconds"
"Implementation 2 (MM-1D)",2400,1800,4200,9,5.101660,7.310052,7.541198,45.914940,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 1800 4200","Local Matrix Multiplication Compute Time: 4.82266 seconds Total Runtime: 5.10166 seconds"
"Implementation 3 (MM-2D)",2400,1800,4200,9,5.116660,7.289904,7.519090,46.049940,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 1800 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x1800), B(1800x4200), C(2400x4200) Parallel Time: 5.116660 seconds"
"Implementation 1 (Serial)",2400,1800,4200,16,38.472629,1.000000,1.000000,38.472629,0,"ok","./bin/mm_serial 2400 1800 4200","Time: 38.472629 seconds"
"Implementation 2 (MM-1D)",2400,1800,4200,16,3.344940,11.149198,11.501740,53.519040,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 1800 4200","Local Matrix Multiplication Compute Time: 2.9144 seconds Total Runtime: 3.34494 seconds"
"Implementation 3 (MM-2D)",2400,1800,4200,16,3.499184,10.659616,10.994743,55.986944,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 1800 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x1800), B(1800x4200), C(2400x4200) Parallel Time: 3.499184 seconds"
"Implementation 1 (Serial)",2400,1800,4200,25,38.472629,1.000000,1.000000,38.472629,0,"ok","./bin/mm_serial 2400 1800 4200","Time: 38.472629 seconds"
"Implementation 2 (MM-1D)",2400,1800,4200,25,4.172530,8.937839,9.220456,104.313250,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 1800 4200","Local Matrix Multiplication Compute Time: 3.4928 seconds Total Runtime: 4.17253 seconds"
"Implementation 3 (MM-2D)",2400,1800,4200,25,2.857972,13.051198,13.461514,71.449300,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 1800 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x1800), B(1800x4200), C(2400x4200) Parallel Time: 2.857972 seconds"
