implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,1800,3000,1,51.742811,1.000000,1.000000,51.742811,0,"ok","./bin/mm_serial 4200 1800 3000","Time: 51.742811 seconds"
"Implementation 2 (MM-1D)",4200,1800,3000,1,48.786700,1.000000,1.060593,48.786700,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 1800 3000","Local Matrix Multiplication Compute Time: 48.6005 seconds Total Runtime: 48.7867 seconds"
"Implementation 3 (MM-2D)",4200,1800,3000,1,48.704982,1.000000,1.062372,48.704982,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 1800 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x1800), B(1800x3000), C(4200x3000) Parallel Time: 48.704982 seconds"
"Implementation 1 (Serial)",4200,1800,3000,4,51.742811,1.000000,1.000000,51.742811,0,"ok","./bin/mm_serial 4200 1800 3000","Time: 51.742811 seconds"
"Implementation 2 (MM-1D)",4200,1800,3000,4,12.937500,3.770953,3.999444,51.750000,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 1800 3000","Local Matrix Multiplication Compute Time: 12.7378 seconds Total Runtime: 12.9375 seconds"
"Implementation 3 (MM-2D)",4200,1800,3000,4,9.355096,5.206251,5.530976,37.420384,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 1800 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x1800), B(1800x3000), C(4200x3000) Parallel Time: 9.355096 seconds"
"Implementation 1 (Serial)",4200,1800,3000,9,51.742811,1.000000,1.000000,51.742811,0,"ok","./bin/mm_serial 4200 1800 3000","Time: 51.742811 seconds"
"Implementation 2 (MM-1D)",4200,1800,3000,9,6.305770,7.736835,8.205629,56.751930,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 1800 3000","Local Matrix Multiplication Compute Time: 6.04594 seconds Total Runtime: 6.30577 seconds"
"Implementation 3 (MM-2D)",4200,1800,3000,9,5.302792,9.184781,9.757654,47.725128,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 1800 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x1800), B(1800x3000), C(4200x3000) Parallel Time: 5.302792 seconds"
"Implementation 1 (Serial)",4200,1800,3000,16,51.742811,1.000000,1.000000,51.742811,0,"ok","./bin/mm_serial 4200 1800 3000","Time: 51.742811 seconds"
"Implementation 2 (MM-1D)",4200,1800,3000,16,4.078630,11.961541,12.686321,65.258080,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 1800 3000","Local Matrix Multiplication Compute Time: 3.71849 seconds Total Runtime: 4.07863 seconds"
"Implementation 3 (MM-2D)",4200,1800,3000,16,3.140413,15.509101,16.476435,50.246608,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 1800 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x1800), B(1800x3000), C(4200x3000) Parallel Time: 3.140413 seconds"
"Implementation 1 (Serial)",4200,1800,3000,25,51.742811,1.000000,1.000000,51.742811,0,"ok","./bin/mm_serial 4200 1800 3000","Time: 51.742811 seconds"
"Implementation 2 (MM-1D)",4200,1800,3000,25,4.907040,9.942185,10.544608,122.676000,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 1800 3000","Local Matrix Multiplication Compute Time: 3.8262 seconds Total Runtime: 4.90704 seconds"
"Implementation 3 (MM-2D)",4200,1800,3000,25,3.477191,14.006991,14.880635,86.929775,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 1800 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x1800), B(1800x3000), C(4200x3000) Parallel Time: 3.477191 seconds"
