implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",24,24,12,1,0.000090,1.000000,0.000090,0,"ok","./bin/mm_serial 24 24 12","Time: 0.000090 seconds"
"Implementation 2 (MM-1D)",24,24,12,1,0.000137,0.654612,0.000137,0,"ok","mpirun -np 1 ./bin/mm_1d 24 24 12","Local Matrix Multiplication Compute Time: 8.92011e-05 seconds Total Runtime: 0.000137486 seconds"
"Implementation 3 (MM-2D)",24,24,12,1,0.000122,0.737705,0.000122,0,"ok","mpirun -np 1 ./bin/mm_2d 24 24 12","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(24x24), B(24x12), C(24x12) Parallel Time: 0.000122 seconds"
"Implementation 1 (Serial)",24,24,12,4,0.000090,1.000000,0.000090,0,"ok","./bin/mm_serial 24 24 12","Time: 0.000090 seconds"
"Implementation 2 (MM-1D)",24,24,12,4,0.000250,0.360262,0.000999,0,"ok","mpirun -np 4 ./bin/mm_1d 24 24 12","Local Matrix Multiplication Compute Time: 1.60048e-05 seconds Total Runtime: 0.000249818 seconds"
"Implementation 3 (MM-2D)",24,24,12,4,0.000304,0.296053,0.001216,0,"ok","mpirun -np 4 ./bin/mm_2d 24 24 12","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(24x24), B(24x12), C(24x12) Parallel Time: 0.000304 seconds"
