implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",12,18,12,1,0.000054,1.000000,0.000054,0,"ok","./bin/mm_serial 12 18 12","Time: 0.000054 seconds"
"Implementation 2 (MM-1D)",12,18,12,1,0.000050,1.085724,0.000050,0,"ok","mpirun -np 1 ./bin/mm_1d 12 18 12","Local Matrix Multiplication Compute Time: 2.68109e-05 seconds Total Runtime: 4.97364e-05 seconds"
"Implementation 3 (MM-2D)",12,18,12,1,0.000039,1.384615,0.000039,0,"ok","mpirun -np 1 ./bin/mm_2d 12 18 12","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(12x18), B(18x12), C(12x12) Parallel Time: 0.000039 seconds"
"Implementation 1 (Serial)",12,18,12,4,0.000048,1.000000,0.000048,0,"ok","./bin/mm_serial 12 18 12","Time: 0.000048 seconds"
"Implementation 2 (MM-1D)",12,18,12,4,0.000171,0.281404,0.000682,0,"ok","mpirun -np 4 ./bin/mm_1d 12 18 12","Local Matrix Multiplication Compute Time: 6.42519e-06 seconds Total Runtime: 0.000170573 seconds"
"Implementation 3 (MM-2D)",12,18,12,4,0.000171,0.280702,0.000684,0,"ok","mpirun -np 4 ./bin/mm_2d 12 18 12","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(12x18), B(18x12), C(12x12) Parallel Time: 0.000171 seconds"
"Implementation 1 (Serial)",12,18,12,9,0.000051,1.000000,0.000051,0,"ok","./bin/mm_serial 12 18 12","Time: 0.000051 seconds"
"Implementation 2 (MM-1D)",12,18,12,9,0.000288,0.177389,0.002588,0,"ok","mpirun -np 9 ./bin/mm_1d 12 18 12","Local Matrix Multiplication Compute Time: 4.37722e-06 seconds Total Runtime: 0.000287504 seconds"
"Implementation 3 (MM-2D)",12,18,12,9,0.000350,0.145714,0.003150,0,"ok","mpirun -np 9 ./bin/mm_2d 12 18 12","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(12x18), B(18x12), C(12x12) Parallel Time: 0.000350 seconds"
