implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",24,6,6,1,0.000018,1.000000,0.000018,0,"ok","./bin/mm_serial 24 6 6","Time: 0.000018 seconds"
"Implementation 2 (MM-1D)",24,6,6,1,0.000027,0.664261,0.000027,0,"ok","mpirun -np 1 ./bin/mm_1d 24 6 6","Local Matrix Multiplication Compute Time: 9.95025e-06 seconds Total Runtime: 2.70978e-05 seconds"
"Implementation 3 (MM-2D)",24,6,6,1,0.000015,1.200000,0.000015,0,"ok","mpirun -np 1 ./bin/mm_2d 24 6 6","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(24x6), B(6x6), C(24x6) Parallel Time: 0.000015 seconds"
"Implementation 1 (Serial)",24,6,6,4,0.000017,1.000000,0.000017,0,"ok","./bin/mm_serial 24 6 6","Time: 0.000017 seconds"
"Implementation 2 (MM-1D)",24,6,6,4,0.000158,0.107419,0.000633,0,"ok","mpirun -np 4 ./bin/mm_1d 24 6 6","Local Matrix Multiplication Compute Time: 2.55927e-06 seconds Total Runtime: 0.000158259 seconds"
"Implementation 3 (MM-2D)",24,6,6,4,0.000166,0.102410,0.000664,0,"ok","mpirun -np 4 ./bin/mm_2d 24 6 6","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(24x6), B(6x6), C(24x6) Parallel Time: 0.000166 seconds"
"Implementation 1 (Serial)",24,6,6,9,0.000018,1.000000,0.000018,0,"ok","./bin/mm_serial 24 6 6","Time: 0.000018 seconds"
"Implementation 2 (MM-1D)",24,6,6,9,0.000270,0.066599,0.002432,0,"ok","mpirun -np 9 ./bin/mm_1d 24 6 6","Local Matrix Multiplication Compute Time: 1.87755e-06 seconds Total Runtime: 0.000270273 seconds"
"Implementation 3 (MM-2D)",24,6,6,9,0.000294,0.061224,0.002646,0,"ok","mpirun -np 9 ./bin/mm_2d 24 6 6","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(24x6), B(6x6), C(24x6) Parallel Time: 0.000294 seconds"
