implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,1200,2400,1,17.536580,1.000000,1.000000,17.536580,0,"ok","./bin/mm_serial 2400 1200 2400","Time: 17.536580 seconds"
"Implementation 2 (MM-1D)",2400,1200,2400,1,17.394300,1.000000,1.008180,17.394300,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 1200 2400","Local Matrix Multiplication Compute Time: 17.3067 seconds Total Runtime: 17.3943 seconds"
"Implementation 3 (MM-2D)",2400,1200,2400,1,17.800840,1.000000,0.985155,17.800840,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 1200 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x1200), B(1200x2400), C(2400x2400) Parallel Time: 17.800840 seconds"
"Implementation 1 (Serial)",2400,1200,2400,4,17.536580,1.000000,1.000000,17.536580,0,"ok","./bin/mm_serial 2400 1200 2400","Time: 17.536580 seconds"
"Implementation 2 (MM-1D)",2400,1200,2400,4,5.698010,3.052697,3.077667,22.792040,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 1200 2400","Local Matrix Multiplication Compute Time: 5.6011 seconds Total Runtime: 5.69801 seconds"
"Implementation 3 (MM-2D)",2400,1200,2400,4,2.125007,8.376838,8.252481,8.500028,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 1200 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x1200), B(1200x2400), C(2400x2400) Parallel Time: 2.125007 seconds"
"Implementation 1 (Serial)",2400,1200,2400,9,17.536580,1.000000,1.000000,17.536580,0,"ok","./bin/mm_serial 2400 1200 2400","Time: 17.536580 seconds"
"Implementation 2 (MM-1D)",2400,1200,2400,9,2.793690,6.226281,6.277210,25.143210,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 1200 2400","Local Matrix Multiplication Compute Time: 2.66166 seconds Total Runtime: 2.79369 seconds"
"Implementation 3 (MM-2D)",2400,1200,2400,9,1.167022,15.253217,15.026778,10.503198,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 1200 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x1200), B(1200x2400), C(2400x2400) Parallel Time: 1.167022 seconds"
"Implementation 1 (Serial)",2400,1200,2400,16,17.536580,1.000000,1.000000,17.536580,0,"ok","./bin/mm_serial 2400 1200 2400","Time: 17.536580 seconds"
"Implementation 2 (MM-1D)",2400,1200,2400,16,1.724430,10.086985,10.169494,27.590880,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 1200 2400","Local Matrix Multiplication Compute Time: 1.542 seconds Total Runtime: 1.72443 seconds"
"Implementation 3 (MM-2D)",2400,1200,2400,16,0.677879,26.259613,25.869779,10.846064,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 1200 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x1200), B(1200x2400), C(2400x2400) Parallel Time: 0.677879 seconds"
"Implementation 1 (Serial)",2400,1200,2400,25,17.536580,1.000000,1.000000,17.536580,0,"ok","./bin/mm_serial 2400 1200 2400","Time: 17.536580 seconds"
"Implementation 2 (MM-1D)",2400,1200,2400,25,2.025190,8.588972,8.659227,50.629750,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 1200 2400","Local Matrix Multiplication Compute Time: 1.6118 seconds Total Runtime: 2.02519 seconds"
"Implementation 3 (MM-2D)",2400,1200,2400,25,0.832586,21.380182,21.062785,20.814650,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 1200 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x1200), B(1200x2400), C(2400x2400) Parallel Time: 0.832586 seconds"
