implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,1200,600,1,3.332447,1.000000,1.000000,3.332447,0,"ok","./bin/mm_serial 3600 1200 600","Time: 3.332447 seconds"
"Implementation 2 (MM-1D)",3600,1200,600,1,3.036780,1.000000,1.097362,3.036780,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 1200 600","Local Matrix Multiplication Compute Time: 2.9789 seconds Total Runtime: 3.03678 seconds"
"Implementation 3 (MM-2D)",3600,1200,600,1,3.010209,1.000000,1.107048,3.010209,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 1200 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x1200), B(1200x600), C(3600x600) Parallel Time: 3.010209 seconds"
"Implementation 1 (Serial)",3600,1200,600,4,3.332447,1.000000,1.000000,3.332447,0,"ok","./bin/mm_serial 3600 1200 600","Time: 3.332447 seconds"
"Implementation 2 (MM-1D)",3600,1200,600,4,0.827794,3.668521,4.025696,3.311176,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 1200 600","Local Matrix Multiplication Compute Time: 0.772154 seconds Total Runtime: 0.827794 seconds"
"Implementation 3 (MM-2D)",3600,1200,600,4,0.805384,3.737607,4.137712,3.221536,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 1200 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x1200), B(1200x600), C(3600x600) Parallel Time: 0.805384 seconds"
"Implementation 1 (Serial)",3600,1200,600,9,3.332447,1.000000,1.000000,3.332447,0,"ok","./bin/mm_serial 3600 1200 600","Time: 3.332447 seconds"
"Implementation 2 (MM-1D)",3600,1200,600,9,0.732237,4.147264,4.551050,6.590133,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 1200 600","Local Matrix Multiplication Compute Time: 0.665574 seconds Total Runtime: 0.732237 seconds"
"Implementation 3 (MM-2D)",3600,1200,600,9,0.424257,7.095249,7.854784,3.818313,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 1200 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x1200), B(1200x600), C(3600x600) Parallel Time: 0.424257 seconds"
"Implementation 1 (Serial)",3600,1200,600,16,3.332447,1.000000,1.000000,3.332447,0,"ok","./bin/mm_serial 3600 1200 600","Time: 3.332447 seconds"
"Implementation 2 (MM-1D)",3600,1200,600,16,0.497965,6.098380,6.692131,7.967440,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 1200 600","Local Matrix Multiplication Compute Time: 0.405788 seconds Total Runtime: 0.497965 seconds"
"Implementation 3 (MM-2D)",3600,1200,600,16,0.268412,11.214882,12.415417,4.294592,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 1200 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x1200), B(1200x600), C(3600x600) Parallel Time: 0.268412 seconds"
"Implementation 1 (Serial)",3600,1200,600,25,3.332447,1.000000,1.000000,3.332447,0,"ok","./bin/mm_serial 3600 1200 600","Time: 3.332447 seconds"
"Implementation 2 (MM-1D)",3600,1200,600,25,0.562312,5.400525,5.926331,14.057800,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 1200 600","Local Matrix Multiplication Compute Time: 0.426951 seconds Total Runtime: 0.562312 seconds"
"Implementation 3 (MM-2D)",3600,1200,600,25,0.282238,10.665499,11.807223,7.055950,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 1200 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x1200), B(1200x600), C(3600x600) Parallel Time: 0.282238 seconds"
