implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,3000,2400,1,82.497388,1.000000,1.000000,82.497388,0,"ok","./bin/mm_serial 3600 3000 2400","Time: 82.497388 seconds"
"Implementation 2 (MM-1D)",3600,3000,2400,1,80.756600,1.000000,1.021556,80.756600,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 3000 2400","Local Matrix Multiplication Compute Time: 80.5716 seconds Total Runtime: 80.7566 seconds"
"Implementation 3 (MM-2D)",3600,3000,2400,1,80.683062,1.000000,1.022487,80.683062,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 3000 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 80.683062 seconds"
"Implementation 1 (Serial)",3600,3000,2400,4,82.497388,1.000000,1.000000,82.497388,0,"ok","./bin/mm_serial 3600 3000 2400","Time: 82.497388 seconds"
"Implementation 2 (MM-1D)",3600,3000,2400,4,21.101000,3.827146,3.909644,84.404000,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 3000 2400","Local Matrix Multiplication Compute Time: 20.887 seconds Total Runtime: 21.101 seconds"
"Implementation 3 (MM-2D)",3600,3000,2400,4,14.109204,5.718470,5.847062,56.436816,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 3000 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 14.109204 seconds"
"Implementation 1 (Serial)",3600,3000,2400,9,82.497388,1.000000,1.000000,82.497388,0,"ok","./bin/mm_serial 3600 3000 2400","Time: 82.497388 seconds"
"Implementation 2 (MM-1D)",3600,3000,2400,9,10.358600,7.796092,7.964145,93.227400,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 3000 2400","Local Matrix Multiplication Compute Time: 10.0578 seconds Total Runtime: 10.3586 seconds"
"Implementation 3 (MM-2D)",3600,3000,2400,9,7.860923,10.263815,10.494619,70.748307,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 3000 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 7.860923 seconds"
"Implementation 1 (Serial)",3600,3000,2400,16,82.497388,1.000000,1.000000,82.497388,0,"ok","./bin/mm_serial 3600 3000 2400","Time: 82.497388 seconds"
"Implementation 2 (MM-1D)",3600,3000,2400,16,7.782230,10.377051,10.600739,124.515680,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 3000 2400","Local Matrix Multiplication Compute Time: 6.25603 seconds Total Runtime: 7.78223 seconds"
"Implementation 3 (MM-2D)",3600,3000,2400,16,4.647273,17.361378,17.751784,74.356368,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 3000 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 4.647273 seconds"
"Implementation 1 (Serial)",3600,3000,2400,25,82.497388,1.000000,1.000000,82.497388,0,"ok","./bin/mm_serial 3600 3000 2400","Time: 82.497388 seconds"
"Implementation 2 (MM-1D)",3600,3000,2400,25,7.533650,10.719452,10.950520,188.341250,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 3000 2400","Local Matrix Multiplication Compute Time: 4.87726 seconds Total Runtime: 7.53365 seconds"
"Implementation 3 (MM-2D)",3600,3000,2400,25,4.955552,16.281347,16.647467,123.888800,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 3000 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 4.955552 seconds"
