implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,600,1200,1,3.897671,1.000000,1.000000,3.897671,0,"ok","./bin/mm_serial 4200 600 1200","Time: 3.897671 seconds"
"Implementation 2 (MM-1D)",4200,600,1200,1,3.516860,1.000000,1.108282,3.516860,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 600 1200","Local Matrix Multiplication Compute Time: 3.44965 seconds Total Runtime: 3.51686 seconds"
"Implementation 3 (MM-2D)",4200,600,1200,1,3.464750,1.000000,1.124950,3.464750,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 600 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x600), B(600x1200), C(4200x1200) Parallel Time: 3.464750 seconds"
"Implementation 1 (Serial)",4200,600,1200,4,3.897671,1.000000,1.000000,3.897671,0,"ok","./bin/mm_serial 4200 600 1200","Time: 3.897671 seconds"
"Implementation 2 (MM-1D)",4200,600,1200,4,0.961377,3.658149,4.054259,3.845508,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 600 1200","Local Matrix Multiplication Compute Time: 0.895889 seconds Total Runtime: 0.961377 seconds"
"Implementation 3 (MM-2D)",4200,600,1200,4,0.914061,3.790502,4.264126,3.656244,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 600 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x600), B(600x1200), C(4200x1200) Parallel Time: 0.914061 seconds"
"Implementation 1 (Serial)",4200,600,1200,9,3.897671,1.000000,1.000000,3.897671,0,"ok","./bin/mm_serial 4200 600 1200","Time: 3.897671 seconds"
"Implementation 2 (MM-1D)",4200,600,1200,9,0.868230,4.050609,4.489215,7.814070,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 600 1200","Local Matrix Multiplication Compute Time: 0.794017 seconds Total Runtime: 0.86823 seconds"
"Implementation 3 (MM-2D)",4200,600,1200,9,0.483546,7.165296,8.060600,4.351914,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 600 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x600), B(600x1200), C(4200x1200) Parallel Time: 0.483546 seconds"
"Implementation 1 (Serial)",4200,600,1200,16,3.897671,1.000000,1.000000,3.897671,0,"ok","./bin/mm_serial 4200 600 1200","Time: 3.897671 seconds"
"Implementation 2 (MM-1D)",4200,600,1200,16,0.588814,5.972786,6.619528,9.421024,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 600 1200","Local Matrix Multiplication Compute Time: 0.498776 seconds Total Runtime: 0.588814 seconds"
"Implementation 3 (MM-2D)",4200,600,1200,16,0.294853,11.750771,13.219031,4.717648,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 600 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x600), B(600x1200), C(4200x1200) Parallel Time: 0.294853 seconds"
"Implementation 1 (Serial)",4200,600,1200,25,3.897671,1.000000,1.000000,3.897671,0,"ok","./bin/mm_serial 4200 600 1200","Time: 3.897671 seconds"
"Implementation 2 (MM-1D)",4200,600,1200,25,0.650661,5.405057,5.990325,16.266525,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 600 1200","Local Matrix Multiplication Compute Time: 0.459329 seconds Total Runtime: 0.650661 seconds"
"Implementation 3 (MM-2D)",4200,600,1200,25,0.317193,10.923160,12.288011,7.929825,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 600 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x600), B(600x1200), C(4200x1200) Parallel Time: 0.317193 seconds"
