implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,600,2400,1,4.596574,1.000000,1.000000,4.596574,0,"ok","./bin/mm_serial 2400 600 2400","Time: 4.596574 seconds"
"Implementation 2 (MM-1D)",2400,600,2400,1,4.007000,1.000000,1.147136,4.007000,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 600 2400","Local Matrix Multiplication Compute Time: 3.93719 seconds Total Runtime: 4.007 seconds"
"Implementation 3 (MM-2D)",2400,600,2400,1,3.914022,1.000000,1.174386,3.914022,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 600 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x600), B(600x2400), C(2400x2400) Parallel Time: 3.914022 seconds"
"Implementation 1 (Serial)",2400,600,2400,4,4.596574,1.000000,1.000000,4.596574,0,"ok","./bin/mm_serial 2400 600 2400","Time: 4.596574 seconds"
"Implementation 2 (MM-1D)",2400,600,2400,4,1.550130,2.584944,2.965283,6.200520,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 600 2400","Local Matrix Multiplication Compute Time: 1.47468 seconds Total Runtime: 1.55013 seconds"
"Implementation 3 (MM-2D)",2400,600,2400,4,1.062338,3.684347,4.326847,4.249352,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 600 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x600), B(600x2400), C(2400x2400) Parallel Time: 1.062338 seconds"
"Implementation 1 (Serial)",2400,600,2400,9,4.596574,1.000000,1.000000,4.596574,0,"ok","./bin/mm_serial 2400 600 2400","Time: 4.596574 seconds"
"Implementation 2 (MM-1D)",2400,600,2400,9,1.065890,3.759300,4.312428,9.593010,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 600 2400","Local Matrix Multiplication Compute Time: 0.974519 seconds Total Runtime: 1.06589 seconds"
"Implementation 3 (MM-2D)",2400,600,2400,9,0.553411,7.072541,8.305896,4.980699,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 600 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x600), B(600x2400), C(2400x2400) Parallel Time: 0.553411 seconds"
"Implementation 1 (Serial)",2400,600,2400,16,4.596574,1.000000,1.000000,4.596574,0,"ok","./bin/mm_serial 2400 600 2400","Time: 4.596574 seconds"
"Implementation 2 (MM-1D)",2400,600,2400,16,0.697133,5.747827,6.593540,11.154128,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 600 2400","Local Matrix Multiplication Compute Time: 0.578469 seconds Total Runtime: 0.697133 seconds"
"Implementation 3 (MM-2D)",2400,600,2400,16,0.356094,10.991542,12.908316,5.697504,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 600 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x600), B(600x2400), C(2400x2400) Parallel Time: 0.356094 seconds"
"Implementation 1 (Serial)",2400,600,2400,25,4.596574,1.000000,1.000000,4.596574,0,"ok","./bin/mm_serial 2400 600 2400","Time: 4.596574 seconds"
"Implementation 2 (MM-1D)",2400,600,2400,25,0.765036,5.237662,6.008311,19.125900,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 600 2400","Local Matrix Multiplication Compute Time: 0.531883 seconds Total Runtime: 0.765036 seconds"
"Implementation 3 (MM-2D)",2400,600,2400,25,0.422710,9.259355,10.874060,10.567750,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 600 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x600), B(600x2400), C(2400x2400) Parallel Time: 0.422710 seconds"
