implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",24,12,12,1,0.000050,1.000000,0.000050,0,"ok","./bin/mm_serial 24 12 12","Time: 0.000050 seconds"
"Implementation 2 (MM-1D)",24,12,12,1,0.000072,0.698732,0.000072,0,"ok","mpirun -np 1 ./bin/mm_1d 24 12 12","Local Matrix Multiplication Compute Time: 4.45042e-05 seconds Total Runtime: 7.15582e-05 seconds"
"Implementation 3 (MM-2D)",24,12,12,1,0.000045,1.111111,0.000045,0,"ok","mpirun -np 1 ./bin/mm_2d 24 12 12","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(24x12), B(12x12), C(24x12) Parallel Time: 0.000045 seconds"
"Implementation 1 (Serial)",24,12,12,4,0.000050,1.000000,0.000050,0,"ok","./bin/mm_serial 24 12 12","Time: 0.000050 seconds"
"Implementation 2 (MM-1D)",24,12,12,4,0.000260,0.192593,0.001038,0,"ok","mpirun -np 4 ./bin/mm_1d 24 12 12","Local Matrix Multiplication Compute Time: 8.01776e-06 seconds Total Runtime: 0.000259615 seconds"
"Implementation 3 (MM-2D)",24,12,12,4,0.000214,0.233645,0.000856,0,"ok","mpirun -np 4 ./bin/mm_2d 24 12 12","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(24x12), B(12x12), C(24x12) Parallel Time: 0.000214 seconds"
