implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,600,3000,1,7.946486,1.000000,1.000000,7.946486,0,"ok","./bin/mm_serial 3600 600 3000","Time: 7.946486 seconds"
"Implementation 2 (MM-1D)",3600,600,3000,1,7.522730,1.000000,1.056330,7.522730,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 600 3000","Local Matrix Multiplication Compute Time: 7.40757 seconds Total Runtime: 7.52273 seconds"
"Implementation 3 (MM-2D)",3600,600,3000,1,7.396308,1.000000,1.074385,7.396308,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 600 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x600), B(600x3000), C(3600x3000) Parallel Time: 7.396308 seconds"
"Implementation 1 (Serial)",3600,600,3000,4,7.946486,1.000000,1.000000,7.946486,0,"ok","./bin/mm_serial 3600 600 3000","Time: 7.946486 seconds"
"Implementation 2 (MM-1D)",3600,600,3000,4,3.762110,1.999604,2.112242,15.048440,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 600 3000","Local Matrix Multiplication Compute Time: 3.64787 seconds Total Runtime: 3.76211 seconds"
"Implementation 3 (MM-2D)",3600,600,3000,4,1.786646,4.139773,4.447712,7.146584,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 600 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x600), B(600x3000), C(3600x3000) Parallel Time: 1.786646 seconds"
"Implementation 1 (Serial)",3600,600,3000,9,7.946486,1.000000,1.000000,7.946486,0,"ok","./bin/mm_serial 3600 600 3000","Time: 7.946486 seconds"
"Implementation 2 (MM-1D)",3600,600,3000,9,1.951370,3.855102,4.072260,17.562330,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 600 3000","Local Matrix Multiplication Compute Time: 1.81292 seconds Total Runtime: 1.95137 seconds"
"Implementation 3 (MM-2D)",3600,600,3000,9,0.996161,7.424812,7.977110,8.965449,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 600 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x600), B(600x3000), C(3600x3000) Parallel Time: 0.996161 seconds"
"Implementation 1 (Serial)",3600,600,3000,16,7.946486,1.000000,1.000000,7.946486,0,"ok","./bin/mm_serial 3600 600 3000","Time: 7.946486 seconds"
"Implementation 2 (MM-1D)",3600,600,3000,16,1.490050,5.048643,5.333033,23.840800,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 600 3000","Local Matrix Multiplication Compute Time: 1.07035 seconds Total Runtime: 1.49005 seconds"
"Implementation 3 (MM-2D)",3600,600,3000,16,0.828843,8.923654,9.587444,13.261488,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 600 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x600), B(600x3000), C(3600x3000) Parallel Time: 0.828843 seconds"
"Implementation 1 (Serial)",3600,600,3000,25,7.946486,1.000000,1.000000,7.946486,0,"ok","./bin/mm_serial 3600 600 3000","Time: 7.946486 seconds"
"Implementation 2 (MM-1D)",3600,600,3000,25,1.337700,5.623630,5.940410,33.442500,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 600 3000","Local Matrix Multiplication Compute Time: 1.04921 seconds Total Runtime: 1.3377 seconds"
"Implementation 3 (MM-2D)",3600,600,3000,25,0.639711,11.561952,12.421994,15.992775,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 600 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x600), B(600x3000), C(3600x3000) Parallel Time: 0.639711 seconds"
