implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3000,1200,2400,1,22.928241,1.000000,1.000000,22.928241,0,"ok","./bin/mm_serial 3000 1200 2400","Time: 22.928241 seconds"
"Implementation 2 (MM-1D)",3000,1200,2400,1,22.221900,1.000000,1.031786,22.221900,0,"ok","mpirun -np 1 ./bin/mm_1d 3000 1200 2400","Local Matrix Multiplication Compute Time: 22.116 seconds Total Runtime: 22.2219 seconds"
"Implementation 3 (MM-2D)",3000,1200,2400,1,22.105548,1.000000,1.037217,22.105548,0,"ok","mpirun -np 1 ./bin/mm_2d 3000 1200 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3000x1200), B(1200x2400), C(3000x2400) Parallel Time: 22.105548 seconds"
"Implementation 1 (Serial)",3000,1200,2400,4,22.928241,1.000000,1.000000,22.928241,0,"ok","./bin/mm_serial 3000 1200 2400","Time: 22.928241 seconds"
"Implementation 2 (MM-1D)",3000,1200,2400,4,6.931980,3.205707,3.307603,27.727920,0,"ok","mpirun -np 4 ./bin/mm_1d 3000 1200 2400","Local Matrix Multiplication Compute Time: 6.82023 seconds Total Runtime: 6.93198 seconds"
"Implementation 3 (MM-2D)",3000,1200,2400,4,2.612988,8.459874,8.774721,10.451952,0,"ok","mpirun -np 4 ./bin/mm_2d 3000 1200 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3000x1200), B(1200x2400), C(3000x2400) Parallel Time: 2.612988 seconds"
"Implementation 1 (Serial)",3000,1200,2400,9,22.928241,1.000000,1.000000,22.928241,0,"ok","./bin/mm_serial 3000 1200 2400","Time: 22.928241 seconds"
"Implementation 2 (MM-1D)",3000,1200,2400,9,3.401640,6.532702,6.740349,30.614760,0,"ok","mpirun -np 9 ./bin/mm_1d 3000 1200 2400","Local Matrix Multiplication Compute Time: 3.25449 seconds Total Runtime: 3.40164 seconds"
"Implementation 3 (MM-2D)",3000,1200,2400,9,1.456579,15.176347,15.741159,13.109211,0,"ok","mpirun -np 9 ./bin/mm_2d 3000 1200 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3000x1200), B(1200x2400), C(3000x2400) Parallel Time: 1.456579 seconds"
"Implementation 1 (Serial)",3000,1200,2400,16,22.928241,1.000000,1.000000,22.928241,0,"ok","./bin/mm_serial 3000 1200 2400","Time: 22.928241 seconds"
"Implementation 2 (MM-1D)",3000,1200,2400,16,2.123960,10.462485,10.795044,33.983360,0,"ok","mpirun -np 16 ./bin/mm_1d 3000 1200 2400","Local Matrix Multiplication Compute Time: 1.92303 seconds Total Runtime: 2.12396 seconds"
"Implementation 3 (MM-2D)",3000,1200,2400,16,0.894462,24.713792,25.633555,14.311392,0,"ok","mpirun -np 16 ./bin/mm_2d 3000 1200 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3000x1200), B(1200x2400), C(3000x2400) Parallel Time: 0.894462 seconds"
"Implementation 1 (Serial)",3000,1200,2400,25,22.928241,1.000000,1.000000,22.928241,0,"ok","./bin/mm_serial 3000 1200 2400","Time: 22.928241 seconds"
"Implementation 2 (MM-1D)",3000,1200,2400,25,2.464320,9.017457,9.304084,61.608000,0,"ok","mpirun -np 25 ./bin/mm_1d 3000 1200 2400","Local Matrix Multiplication Compute Time: 2.06565 seconds Total Runtime: 2.46432 seconds"
"Implementation 3 (MM-2D)",3000,1200,2400,25,1.062018,20.814664,21.589315,26.550450,0,"ok","mpirun -np 25 ./bin/mm_2d 3000 1200 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3000x1200), B(1200x2400), C(3000x2400) Parallel Time: 1.062018 seconds"
