implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",6,12,24,1,0.000025,1.000000,0.000025,0,"ok","./bin/mm_serial 6 12 24","Time: 0.000025 seconds"
"Implementation 2 (MM-1D)",6,12,24,1,0.000028,0.907428,0.000028,0,"ok","mpirun -np 1 ./bin/mm_1d 6 12 24","Local Matrix Multiplication Compute Time: 1.28923e-05 seconds Total Runtime: 2.75504e-05 seconds"
"Implementation 3 (MM-2D)",6,12,24,1,0.000037,0.675676,0.000037,0,"ok","mpirun -np 1 ./bin/mm_2d 6 12 24","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(6x12), B(12x24), C(6x24) Parallel Time: 0.000037 seconds"
"Implementation 1 (Serial)",6,12,24,4,0.000025,1.000000,0.000025,0,"ok","./bin/mm_serial 6 12 24","Time: 0.000025 seconds"
"Implementation 2 (MM-1D)",6,12,24,4,0.000182,0.137225,0.000729,0,"ok","mpirun -np 4 ./bin/mm_1d 6 12 24","Local Matrix Multiplication Compute Time: 5.83567e-06 seconds Total Runtime: 0.000182183 seconds"
"Implementation 3 (MM-2D)",6,12,24,4,0.000195,0.128205,0.000780,0,"ok","mpirun -np 4 ./bin/mm_2d 6 12 24","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(6x12), B(12x24), C(6x24) Parallel Time: 0.000195 seconds"
