implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",18,24,12,1,0.000094,1.000000,0.000094,0,"ok","./bin/mm_serial 18 24 12","Time: 0.000094 seconds"
"Implementation 2 (MM-1D)",18,24,12,1,0.000112,0.837939,0.000112,0,"ok","mpirun -np 1 ./bin/mm_1d 18 24 12","Local Matrix Multiplication Compute Time: 6.51311e-05 seconds Total Runtime: 0.00011218 seconds"
"Implementation 3 (MM-2D)",18,24,12,1,0.000079,1.189873,0.000079,0,"ok","mpirun -np 1 ./bin/mm_2d 18 24 12","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(18x24), B(24x12), C(18x12) Parallel Time: 0.000079 seconds"
"Implementation 1 (Serial)",18,24,12,4,0.000065,1.000000,0.000065,0,"ok","./bin/mm_serial 18 24 12","Time: 0.000065 seconds"
"Implementation 2 (MM-1D)",18,24,12,4,0.000213,0.305822,0.000850,0,"ok","mpirun -np 4 ./bin/mm_1d 18 24 12","Local Matrix Multiplication Compute Time: 1.45137e-05 seconds Total Runtime: 0.000212542 seconds"
"Implementation 3 (MM-2D)",18,24,12,4,0.000217,0.299539,0.000868,0,"ok","mpirun -np 4 ./bin/mm_2d 18 24 12","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(18x24), B(24x12), C(18x12) Parallel Time: 0.000217 seconds"

