implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,2400,1200,1,27.243031,1.000000,1.000000,27.243031,0,"ok","./bin/mm_serial 3600 2400 1200","Time: 27.243031 seconds"
"Implementation 2 (MM-1D)",3600,2400,1200,1,27.055700,1.000000,1.006924,27.055700,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 2400 1200","Local Matrix Multiplication Compute Time: 26.9432 seconds Total Runtime: 27.0557 seconds"
"Implementation 3 (MM-2D)",3600,2400,1200,1,27.306228,1.000000,0.997686,27.306228,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 2400 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x1200), C(3600x1200) Parallel Time: 27.306228 seconds"
"Implementation 1 (Serial)",3600,2400,1200,4,27.243031,1.000000,1.000000,27.243031,0,"ok","./bin/mm_serial 3600 2400 1200","Time: 27.243031 seconds"
"Implementation 2 (MM-1D)",3600,2400,1200,4,8.275580,3.269342,3.291978,33.102320,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 2400 1200","Local Matrix Multiplication Compute Time: 8.14262 seconds Total Runtime: 8.27558 seconds"
"Implementation 3 (MM-2D)",3600,2400,1200,4,3.267526,8.356851,8.337510,13.070104,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 2400 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x1200), C(3600x1200) Parallel Time: 3.267526 seconds"
"Implementation 1 (Serial)",3600,2400,1200,9,27.243031,1.000000,1.000000,27.243031,0,"ok","./bin/mm_serial 3600 2400 1200","Time: 27.243031 seconds"
"Implementation 2 (MM-1D)",3600,2400,1200,9,4.047850,6.683968,6.730247,36.430650,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 2400 1200","Local Matrix Multiplication Compute Time: 3.87915 seconds Total Runtime: 4.04785 seconds"
"Implementation 3 (MM-2D)",3600,2400,1200,9,1.695177,16.108187,16.070906,15.256593,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 2400 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x1200), C(3600x1200) Parallel Time: 1.695177 seconds"
"Implementation 1 (Serial)",3600,2400,1200,16,27.243031,1.000000,1.000000,27.243031,0,"ok","./bin/mm_serial 3600 2400 1200","Time: 27.243031 seconds"
"Implementation 2 (MM-1D)",3600,2400,1200,16,3.047540,8.877882,8.939351,48.760640,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 2400 1200","Local Matrix Multiplication Compute Time: 2.35621 seconds Total Runtime: 3.04754 seconds"
"Implementation 3 (MM-2D)",3600,2400,1200,16,1.305414,20.917677,20.869265,20.886624,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 2400 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x1200), C(3600x1200) Parallel Time: 1.305414 seconds"
"Implementation 1 (Serial)",3600,2400,1200,25,27.243031,1.000000,1.000000,27.243031,0,"ok","./bin/mm_serial 3600 2400 1200","Time: 27.243031 seconds"
"Implementation 2 (MM-1D)",3600,2400,1200,25,2.921980,9.259372,9.323483,73.049500,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 2400 1200","Local Matrix Multiplication Compute Time: 2.26001 seconds Total Runtime: 2.92198 seconds"
"Implementation 3 (MM-2D)",3600,2400,1200,25,1.239478,22.030426,21.979439,30.986950,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 2400 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x1200), C(3600x1200) Parallel Time: 1.239478 seconds"
