implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",18,24,24,1,0.000210,1.000000,0.000210,0,"ok","./bin/mm_serial 18 24 24","Time: 0.000210 seconds"
"Implementation 2 (MM-1D)",18,24,24,1,0.000155,1.355381,0.000155,0,"ok","mpirun -np 1 ./bin/mm_1d 18 24 24","Local Matrix Multiplication Compute Time: 0.000111116 seconds Total Runtime: 0.000154938 seconds"
"Implementation 3 (MM-2D)",18,24,24,1,0.000135,1.555556,0.000135,0,"ok","mpirun -np 1 ./bin/mm_2d 18 24 24","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(18x24), B(24x24), C(18x24) Parallel Time: 0.000135 seconds"
"Implementation 1 (Serial)",18,24,24,4,0.000209,1.000000,0.000209,0,"ok","./bin/mm_serial 18 24 24","Time: 0.000209 seconds"
"Implementation 2 (MM-1D)",18,24,24,4,0.000216,0.965483,0.000866,0,"ok","mpirun -np 4 ./bin/mm_1d 18 24 24","Local Matrix Multiplication Compute Time: 2.86289e-05 seconds Total Runtime: 0.000216472 seconds"
"Implementation 3 (MM-2D)",18,24,24,4,0.000259,0.806950,0.001036,0,"ok","mpirun -np 4 ./bin/mm_2d 18 24 24","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(18x24), B(24x24), C(18x24) Parallel Time: 0.000259 seconds"
"Implementation 1 (Serial)",18,24,24,9,0.000209,1.000000,0.000209,0,"ok","./bin/mm_serial 18 24 24","Time: 0.000209 seconds"
"Implementation 2 (MM-1D)",18,24,24,9,0.000292,0.716580,0.002625,0,"ok","mpirun -np 9 ./bin/mm_1d 18 24 24","Local Matrix Multiplication Compute Time: 1.1554e-05 seconds Total Runtime: 0.000291663 seconds"
"Implementation 3 (MM-2D)",18,24,24,9,0.000422,0.495261,0.003798,0,"ok","mpirun -np 9 ./bin/mm_2d 18 24 24","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(18x24), B(24x24), C(18x24) Parallel Time: 0.000422 seconds"
