implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,3000,1800,1,7.224414,1.000000,1.000000,7.224414,0,"ok","./bin/mm_serial 600 3000 1800","Time: 7.224414 seconds"
"Implementation 2 (MM-1D)",600,3000,1800,1,6.958710,1.000000,1.038183,6.958710,0,"ok","mpirun -np 1 ./bin/mm_1d 600 3000 1800","Local Matrix Multiplication Compute Time: 6.90267 seconds Total Runtime: 6.95871 seconds"
"Implementation 3 (MM-2D)",600,3000,1800,1,6.949823,1.000000,1.039511,6.949823,0,"ok","mpirun -np 1 ./bin/mm_2d 600 3000 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x3000), B(3000x1800), C(600x1800) Parallel Time: 6.949823 seconds"
"Implementation 1 (Serial)",600,3000,1800,4,7.224414,1.000000,1.000000,7.224414,0,"ok","./bin/mm_serial 600 3000 1800","Time: 7.224414 seconds"
"Implementation 2 (MM-1D)",600,3000,1800,4,1.912180,3.639150,3.778104,7.648720,0,"ok","mpirun -np 4 ./bin/mm_1d 600 3000 1800","Local Matrix Multiplication Compute Time: 1.82086 seconds Total Runtime: 1.91218 seconds"
"Implementation 3 (MM-2D)",600,3000,1800,4,1.465980,4.740735,4.928044,5.863920,0,"ok","mpirun -np 4 ./bin/mm_2d 600 3000 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x3000), B(3000x1800), C(600x1800) Parallel Time: 1.465980 seconds"
"Implementation 1 (Serial)",600,3000,1800,9,7.224414,1.000000,1.000000,7.224414,0,"ok","./bin/mm_serial 600 3000 1800","Time: 7.224414 seconds"
"Implementation 2 (MM-1D)",600,3000,1800,9,1.057540,6.580092,6.831339,9.517860,0,"ok","mpirun -np 9 ./bin/mm_1d 600 3000 1800","Local Matrix Multiplication Compute Time: 0.893664 seconds Total Runtime: 1.05754 seconds"
"Implementation 3 (MM-2D)",600,3000,1800,9,0.764054,9.095984,9.455371,6.876486,0,"ok","mpirun -np 9 ./bin/mm_2d 600 3000 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x3000), B(3000x1800), C(600x1800) Parallel Time: 0.764054 seconds"
"Implementation 1 (Serial)",600,3000,1800,16,7.224414,1.000000,1.000000,7.224414,0,"ok","./bin/mm_serial 600 3000 1800","Time: 7.224414 seconds"
"Implementation 2 (MM-1D)",600,3000,1800,16,0.785896,8.854492,9.192583,12.574336,0,"ok","mpirun -np 16 ./bin/mm_1d 600 3000 1800","Local Matrix Multiplication Compute Time: 0.535262 seconds Total Runtime: 0.785896 seconds"
"Implementation 3 (MM-2D)",600,3000,1800,16,0.544225,12.770128,13.274682,8.707600,0,"ok","mpirun -np 16 ./bin/mm_2d 600 3000 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x3000), B(3000x1800), C(600x1800) Parallel Time: 0.544225 seconds"
"Implementation 1 (Serial)",600,3000,1800,25,7.224414,1.000000,1.000000,7.224414,0,"ok","./bin/mm_serial 600 3000 1800","Time: 7.224414 seconds"
"Implementation 2 (MM-1D)",600,3000,1800,25,1.107400,6.283827,6.523762,27.685000,0,"ok","mpirun -np 25 ./bin/mm_1d 600 3000 1800","Local Matrix Multiplication Compute Time: 0.66537 seconds Total Runtime: 1.1074 seconds"
"Implementation 3 (MM-2D)",600,3000,1800,25,0.555650,12.507555,13.001735,13.891250,0,"ok","mpirun -np 25 ./bin/mm_2d 600 3000 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x3000), B(3000x1800), C(600x1800) Parallel Time: 0.555650 seconds"
